name,short_name,symbol,exchange,fractional
"Diffusion Pharmaceuticals, Inc.",Diffusion Pharmaceuticals,DFFN,NASDAQ,False
Dignity PLC,Dignity,DTY,London Stock Exchange,False
Discovery Com Class C,Discovery Com Class C,DISCK,NASDAQ,False
Dish Network Corp Class A,Dish Network Class A,DISH,NASDAQ,False
DOMO Inc,"DOMO
DOMO","DOMO
DOMO",NASDAQ,False
Drax Group PLC,Drax Group,DRX,London Stock Exchange,False
Drillisch AG,Drillisch,DRI,Deutsche Börse Xetra,False
Duerr AG,Duerr,DUE,Deutsche Börse Xetra,False
DXC Technology Company,DXC Technology,DXC,NYSE,False
"Dynex Capital, Inc.",Dynex Capital,DX,NYSE,True
E. W. Scripps Co Class A,E. W. Scripps Co,SSP,NASDAQ,False
Eaton Corporation,Eaton,ETN,NYSE,False
"Ebix, Inc.",Ebix Inc.,EBIX,NASDAQ,False
"eHealth, Inc.","eHealth, Inc.",EHTH,NASDAQ,False
"El Pollo Loco Holdings, Inc.",El Pollo Loco Holdings,LOCO,NASDAQ,False
"Elastic, N.V.",Elastic,ESTC,NYSE,True
Eldorado Resorts LLC,Eldorado Resorts,ERI,NASDAQ,True
ElringKlinger AG,ElringKlinger,ZIL2,Deutsche Börse Xetra,False
"EMCOR Group, Inc.",EMCOR Group,EME,NYSE,False
Encavis AG,Encavis,CAP,Deutsche Börse Xetra,False
Enel Americas S.A.,Enel Americas,ENIA,NYSE,False
Energy Transfers Partners,Energy Transfer,ET,NYSE,True
EnLink Midstream LLC,EnLink Midstream,ENLC,NYSE,False
Entergy Corp.,Entergy,ETR,NYSE,False
"Epizyme, Inc.",Epizyme,EPZM,NASDAQ,False
EQT Corporation,EQT Corp.,EQT,NYSE,False
Equiniti Group PLC,Equiniti Group,EQN,London Stock Exchange,False
Equity Residential,Equity Residential,EQR,NYSE,False
Erie Insurance Group,Erie Insurance,ERIE,NASDAQ,False
"Esperion Therapeutics, Inc.",Esperion Therapeutics,ESPR,NASDAQ,False
Essex Property Trust Inc,Essex Property Trust,ESS,NYSE,False
Estee Lauder Cos.,Estee Lauder,EL,NYSE,True
"Everspin Technologies, Inc.",Everspin Technologies,MRAM,NASDAQ,False
"Exelixis, Inc.",Exelixis,EXEL,NASDAQ,False
eXp World Holdings Inc,eXp World Holdings,EXPI,NASDAQ,False
Expeditors Int'l,Expeditors,EXPD,NASDAQ,False
Fastenal Co.,Fastenal,FAST,NASDAQ,False
Fidelity European Values PLC,Fidelity EU Values,FEV,London Stock Exchange,False
Fidelity Special Values PLC,Fidelity Spec. Values,FSV,London Stock Exchange,False
Fielmann AG,Fielmann,FIE,Deutsche Börse Xetra,False
Fifth Third Bancorp,Fifth Third Bank,FITB,NASDAQ,False
"First Citizens BancShares, Inc.",First Citizens BancShares,FCNCA,NASDAQ,False
"FirstCash, Inc.",FirstCash,FCFS,NASDAQ,False
FirstEnergy Corp,FirstEnergy,FE,NYSE,False
"Fiserv ,Inc",Fiserv,FISV,NASDAQ,True
Flow Traders,Flow Traders,FLOW,Netherlands,True
Flying Eagle Acquisition Corp.,Flying Eagle Acquisition,FEAC,NYSE,False
"FormFactor, Inc.",FormFactor,FORM,NASDAQ,False
Fox Factory Holding Corporation,Fox Factory Holding,FOXF,NASDAQ,False
Franklin Resources,Franklin Resources,BEN,NYSE,False
Freenet AG,Freenet,FNTN,Deutsche Börse Xetra,False
"Freshpet, Inc.",Freshpet,FRPT,NASDAQ,False
FUCHS PETROLUB SE Preference Shares,FUCHS PETROLUB SE,FPE3,Deutsche Börse Xetra,False
"Funko, Inc.",Funko,FNKO,NASDAQ,False
GasLog Ltd,GasLog Ltd,GLOG,NYSE,False
GB Group plc,GB Group,GBG,London Stock Exchange,False
GCP Infrastructure Investments Ltd,GCP Infrastructure Inv,GCP,London Stock Exchange,False
General Finance Corporation,General Finance,GFN,NASDAQ,False
Genuine Parts Company,Genuine Parts,GPC,NYSE,True
Genus PLC,Genus,GNS,London Stock Exchange,False
Georgia Healthcare Group PLC,Georgia Healthcare,GHG,London Stock Exchange,False
Gesco AG,Gesco,GSC1,Deutsche Börse Xetra,False
Gilat Satelite Networks Ltd.,Gilat Satelite Networks,GILT,NASDAQ,False
Gladstone Investment Corporation,Gladstone Investment,GAIN,NASDAQ,False
Gladstone Land Corp.,Gladstone Land,LAND,NASDAQ,True
"Global Blood Therapeutics, Inc.",Global Blood Therapeutics,GBT,NASDAQ,False
Global Net Lease Inc,Global Net Lease,GNL,NYSE,False
"Global Water Resources, Inc.",Global Water Resources,GWRS,NASDAQ,False
Glu Mobile Inc.,Glu Mobile,GLUU,NASDAQ,False
"Goosehead Insurance, Inc.",Goosehead Insurance,GSHD,NASDAQ,False
Great Portland Estates PLC,Great Portland Estates,GPOR,London Stock Exchange,False
GRENKE AG,GRENKE,GLJ,Deutsche Börse Xetra,False
Grocery Outlet Holding Corporation,Grocery Outlet Holding,GO,NASDAQ,False
"GSI Technology, Inc.",GSI Technology,GSIT,NASDAQ,False
"Guardant Health, Inc.",Guardant Health,GH,NASDAQ,True
"H&E Equipment Services, Inc.",H&E Equipment Services,HEES,NASDAQ,False
"Halozyme Therapeutics, Inc.",Halozyme Therapeutics,HALO,NASDAQ,False
Hannover Rueck SE,Hannover Rueck,HNR1,Deutsche Börse Xetra,False
HDFC Bank Ltd.,HDFC Bank,HDB,NYSE,False
Headlam Group PLC,Headlam Group,HEAD,London Stock Exchange,False
"HealthEquity, Inc.",HealthEquity,HQY,NASDAQ,False
Heineken Holding NV,Heineken Holding,HEIO,Netherlands,True
Helmerich & Payne,Helmerich & Payne,HP,NYSE,False
Henkel AG & Co KGaA,Henkel,HEN3,Deutsche Börse Xetra,False
Henry Schein Inc.,Henry Schein,HSIC,NASDAQ,False
"Heritage-Crystal Clean, Inc.",Heritage-Crystal Clean,HCCI,NASDAQ,False
"Heron Therapeutics, Inc.",Heron Therapeutics,HRTX,NASDAQ,False
HICL Infrastructure Company Ltd,HICL Infrastructure Company,,London Stock Exchange,False
HMS Holdings Corporation,HMS Holdings,HMSY,NASDAQ,False
HOCHTIEF AG,HOCHTIEF,HOT,Deutsche Börse Xetra,False
Horizon Therapeutics PLC,Horizon Therapeutics,HZNP,NASDAQ,False
Hotel Chocolat Group PLC,Hotel Chocolat,HOTC,London Stock Exchange,False
HSBC MSCI Taiwan Capped USD UCITS ETF (USD) Distributing,HSBC MSCI Taiwan Capped USD,,London Stock Exchange,False
"Huaneng Power International, Inc.","Huaneng Power International
HNP",,NYSE,False
Hudson Pacific Properties Inc,Hudson Pacific Properties,HPP,NYSE,False
Humana Inc.,Humana,HUM,NYSE,False
Hunter Douglas NV,Hunter Douglas,HDG,Netherlands,True
Huntington Bancshares,Huntington Bancshares,HBAN,NASDAQ,False
Hutchison China MediTech Limited,Hutchison China MediTech,HCM,London Stock Exchange,False
I-Mab Biopharma,I-Mab,IMAB,NASDAQ,False
IAC InterActiveCorp,InterActiveCorp,IAC,NASDAQ,False
ICL Group Ltd.,ICL Group,ICL,NYSE,False
"ICU Medical, Inc.",ICU Medical,ICUI,NASDAQ,False
Ideagen plc,Ideagen,IDEA,London Stock Exchange,False
IHS Markit Ltd.,IHS Markit,INFO,NYSE,False
Illinois Tool Works,Illinois Tool Works,ITW,NYSE,True
"Inari Medical, Inc.",Inari Medical,NARI,NASDAQ,False
Indus Holding AG,Indus Holding,INH,Deutsche Börse Xetra,False
Inseego Corporation,Inseego,INSG,NASDAQ,False
"Insperity, Inc.",Insperity,NSP,NYSE,False
"Inspired Entertainment, Inc.",Inspired Entertainment,INSE,NASDAQ,False
Insulet Corporation,Insulet,PODD,NASDAQ,False
Intercontinental Exchange,Intercontinental Ex.,ICE,NYSE,False
Intermediate Capital Group PLC,Intermediate Capital,ICP,London Stock Exchange,False
"Intra-Cellular Therapies, Inc.",Intra-Cellular Therapies,ITCI,NASDAQ,False
Invesco Health Care S&P US Select Sector USD UCITS ETF,"Invesco Health Care S&P US Select Sector
XLVS",,London Stock Exchange,False
Invesco Ltd.,Invesco,IVZ,NYSE,False
Invesco MSCI World UCITS ETF,"Invesco MSCI World UCITS ETF
MXWO",,London Stock Exchange,False
Invesco Physical Gold - USD - Accumulating,Invesco Physical Gold,SGLD,London Stock Exchange,False
Invesco S&P 500 UCITS ETF Acc,Invesco S&P 500 GBX,SPXP,London Stock Exchange,False
"Invitation Homes, Inc.",Invitation Homes,INVH,NYSE,False
iomart Group plc,iomart,IOM,London Stock Exchange,False
"Iridium Communications, Inc.",Iridium Communications,IRDM,NASDAQ,False
iShares $ Short Duration Corp Bond UCITS ETF USD (Acc),"iShares $ Short Duration Corp Bond
SDIA",,London Stock Exchange,False
iShares $ TIPS UCITS ETF USD (Acc),iShares $ TIPS,IUST,Deutsche Börse Xetra,False
iShares Asia Property Yield UCITS ETF GBX,iShares Asia Property Yield,IASP,London Stock Exchange,False
iShares Corp Bond 0-5yr ETF GBP Dist,iSh CBond 0-5y GBP,IS15,London Stock Exchange,False
iShares Edge MSCI Europe Momentum Factor GBX UCITS ETF,"iShares Edge MSCI Europe Momentum Factor GBX
IEFM",,London Stock Exchange,False
iShares Edge MSCI USA Momentum Factor UCITS ETF (Acc),"iShares Edge MSCI USA Momentum Factor
IUMO",,London Stock Exchange,False
iShares Edge MSCI World Min Vol ETF USD Acc,iSh MSCI World MinVol,MINV,London Stock Exchange,False
iShares Euro Govt Bond 20yr Target Duration UCITS ETF EUR Distributing,iShares Euro Govt Bond 20yr Target Duration,,Deutsche Börse Xetra,False
iShares EURO STOXX UCITS ETF (DE) Distributing,iShares EURO STOXX,EXSI,Deutsche Börse Xetra,False
iShares Fallen Angels High Yield Corp Bond UCITS ETF USD (Dist),"iShares Fallen Angels High Yield Corp Bond
WING",,London Stock Exchange,False
iShares FTSE 250 UCITS ETF GBP Distributing,iShares FTSE 250,MIDD,London Stock Exchange,True
iShares Global Corp Bond UCITS ETF USD (Dist),iShares Global Corp Bond,CORP,London Stock Exchange,False
iShares Global Government Bond UCITS ETF,iShares Global Government Bond,,London Stock Exchange,False
iShares Global High Yield Corp Bond GBP Hedged UCITS ETF (Dist),iShares Global High Yield Corp Bond,,London Stock Exchange,False
iShares High Yield Corp Bond UCITS ETF EUR(Dist),iShares High Yield Corp Bond,,London Stock Exchange,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),"iShares MSCI Europe ESG Screened
SLMD",,Deutsche Börse Xetra,False
iShares MSCI USA Islamic UCITS ETF USD (Dist),iShares MSCI USA Islamic,ISUS,London Stock Exchange,False
iShares MSCI World ESG Enhanced GBP UCITS ETF USD (Dist),iShares MSCI World ESG Enhanced GBP,,London Stock Exchange,False
iShares MSCI World Islamic UCITS ETF USD (Dist),iShares MSCI World Islamic,,London Stock Exchange,True
iShares MSCI World Small Cap UCITS ETF,"iShares MSCI World Small Cap
IUSN",,Deutsche Börse Xetra,False
iShares MSCI World SRI EUR UCITS ETF EUR (Acc),iShares MSCI World SRI EUR,,London Stock Exchange,False
iShares Physical Palladium ETC,iShares Physical Palladium,IPDM,London Stock Exchange,False
iShares STOXX Europe 600 Basic Resourse UCITS ETF (DE),iShare STOXX Europe 600 Basic Resources,,Deutsche Börse Xetra,False
iShares STOXX Europe 600 Telecommunications UCITS ETF (DE) Distributing,iShares STOXX Europe 600 Telecommunications,,Deutsche Börse Xetra,False
iShares USD Treasury Bond 1-3yr ETF USD Dist,iSh TBond 1-3y USD,IBTS,London Stock Exchange,True
Isra Vision AG,Isra Vision,ISR,Deutsche Börse Xetra,False
Itau Unibanco Banco Holding SA,Itau Unibanco Banco,ITUB,NYSE,False
J.M. Smucker Co.,J.M. Smucker,SJM,NYSE,False
Janus Henderson Group plc,Janus Henderson Group,JHG,NYSE,False
John Laing Group PLC,John Laing Group,JLG,London Stock Exchange,False
John Wood Group PLC,John Wood Group,WG.,London Stock Exchange,False
Johnson Matthey PLC,Johnson Matthey,JMAT,London Stock Exchange,False
Juniper Networks,Juniper Networks,JNPR,NYSE,False
"Jupiter Emerging & Frontier Income Trust , PLC",Jupiter Emerging & Frontier Income Trust,,London Stock Exchange,False
Kansas City Southern,Kansas City Southern,KSU,NYSE,False
Keller Group PLC,Keller Group,KLR,London Stock Exchange,False
"Kelly Services, Inc.",Kelly Services,KELYA,NASDAQ,False
Kendrion NV,Kendrion,KENDR,Netherlands,True
Keurig Dr Pepper Inc.,Keurig Dr Pepper,KDP,NYSE,True
KeyCorp,KeyCorp,KEY,NYSE,False
"Keysight Technologies, Inc.",Keysight,KEYS,NYSE,False
Keywords Studios PLC,Keywords Studios,KWS,London Stock Exchange,False
Kimco Realty,Kimco Realty,KIM,NYSE,False
Kloeckner & Co SE,Kloeckner,KCO,Deutsche Börse Xetra,False
"Kodiak Sciences, Inc.",Kodiak Sciences,KOD,NASDAQ,False
Koninklijke DSM NV,Koninklijke DSM,DSM,Netherlands,True
Koninklijke Vopak NV,Koninklijke Vopak,VPK,Netherlands,True
"Kura Sushi USA, Inc.",Kura Sushi USA,KRUS,NASDAQ,False
L Brands Inc.,L Brands,LB,NYSE,False
L&G Europe ex UK Equity UCITS ETF EUR Accumulating,L&G Europe ex UK Equity,LGEG,London Stock Exchange,False
L&G Global Equity UCITS ETF USD Accumulating,L&G Global Equity,LGGL,Netherlands,False
L&G Japan Equity UCITS ETF USD Accumulating,L&G Japan Equity,LGJG,London Stock Exchange,False
"L3Harris Technologies, Inc.",L3Harris Technologies,LHX,NYSE,False
LabCorp,LabCorp,LH,NYSE,False
Lakeland Financial Corporation,Lakeland Financial,LKFN,NASDAQ,False
Lancashire Holdings Ltd,Lancashire Holdings,LRE,London Stock Exchange,False
Law Debenture Corp PLC/fund,Law Debenture Corp,LWDB,London Stock Exchange,False
Lazard Ltd.,Lazard,LAZ,NYSE,True
LEG Immobilien AG,LEG Immobilien,LEG,Deutsche Börse Xetra,False
Legacy Acquisition Corp.,Legacy Acquisition,LGC,NYSE,False
"Lendingtree, Inc.",Lendingtree,TREE,NASDAQ,False
Leverage Shares 2x Alphabet ETP,2x Alphabet,GOO2,London Stock Exchange,False
Leverage Shares 2x Amazon ETP,2x Amazon,AMZ2,London Stock Exchange,False
Leverage Shares 2x Apple ETP,2x Apple,AAP2,London Stock Exchange,False
Leverage Shares 2x Apple ETP,2x Apple,2AAP,London Stock Exchange,False
Leverage Shares 2x Citigroup ETP,2x Citigroup,CIT2,London Stock Exchange,False
Leverage Shares 2x Facebook ETP,2x Facebook,FB2E,London Stock Exchange,False
Leverage Shares 2x Facebook ETP,2x Facebook,2FB,London Stock Exchange,False
Leverage Shares 2x Microsoft Corporation ETP,2x Microsoft,MSFE,London Stock Exchange,False
Leverage Shares 2x Microsoft Corporation ETP,2x Microsoft,MSF2,London Stock Exchange,False
Leverage Shares 2x Netflix ETP,2x Netflix,NFLE,London Stock Exchange,False
Leverage Shares 2x Netflix ETP,2x Netflix,2NFL,London Stock Exchange,False
Leverage Shares 2x Nvidia ETP,2x Nvidia,2NVD,London Stock Exchange,False
Leverage Shares 2x Nvidia ETP,2x Nvidia,NVDE,London Stock Exchange,False
Leverage Shares 2x Salesforce ETP,2x Salesforce,CRME,London Stock Exchange,False
LexinFintech Holdings Ltd.,LexinFintech Holdings,LX,NASDAQ,False
Liberty Broadband Corporation - Class C,Liberty Broadband - C,LBRDK,NASDAQ,False
"Limelight Networks, Inc.",Limelight Networks,LLNW,NASDAQ,False
Lions Gate Entertainment Corp. Class B,Lions Gate Entertainment Class B,,NYSE,False
"Liquidity Services, Inc.",Liquidity Services,LQDT,NASDAQ,False
Littelfuse Inc,Littelfuse,LFUS,NASDAQ,False
Lyxor Australia S&P/ASX 200,Lyx Austr S&P200,LYPU,Deutsche Börse Xetra,False
Lyxor Bund Daily 2x Leveraged UCITS ETF EUR,"Lyxor Bund Daily 2x Leveraged
LYMI",,Deutsche Börse Xetra,False
Lyxor Commodities Thomson Reuters/Core Commodity CRB TR UCITS ETF,Lyxor Commodities Thomson Reuters/Core Commodity CRB TR,,Deutsche Börse Xetra,False
Lyxor FTSE Actuaries UK Glits 0-5Y UCITS ETF,Lyxor FTSE Actuaries UK Glits 0-5Y,,London Stock Exchange,False
Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,"Lyxor MSCI EM ESG Trend Leaders
LESG",,Deutsche Börse Xetra,False
Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,"Lyxor MSCI EM ESG Trend Leaders
MESG",,London Stock Exchange,False
Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,"Lyxor MSCI EM ESG Trend Leaders
LESG",,London Stock Exchange,False
Lyxor Nasdaq-100 UCITS ETF - Acc,Lyxor Nasdaq-100,NASL,London Stock Exchange,False
"MacroGenics, Inc.",MacroGenics,MGNX,NASDAQ,False
"Madrigal Pharmaceuticals, Inc.",Madrigal Pharmaceuticals,MDGL,NASDAQ,False
Magal Security Systems Ltd.,Magal Security Systems,MAGS,NASDAQ,False
Magic Software Enterprises Ltd.,"Magic Software Enterprises
MGIC",,NASDAQ,False
MannKind Corporation,MannKind,MNKD,NASDAQ,False
ManTech International Corporation,ManTech International,MANT,NASDAQ,False
Manz AG,Manz,M5Z,Deutsche Börse Xetra,False
"MarineMax, Inc.",MarineMax,HZO,NYSE,False
"MarketAxess Holdings, Inc.",MarketAxess,MKTX,NYSE,False
Martin Marietta,Martin Marietta,MLM,NYSE,False
"Masimo, Corp.",Masimo,MASI,NASDAQ,False
"MaxCyte, Inc.",MaxCyte,MXCT,London Stock Exchange,False
"Maxim Integrated Products, Inc.",Maxim Integrated,MXIM,NASDAQ,False
McBride PLC,McBride,MCB,London Stock Exchange,False
McKay Securities PLC,McKay Securities,MCKS,London Stock Exchange,False
Mears Group PLC,Mears Group,MER,London Stock Exchange,False
"Medical Properties Trust, Inc.",Medical Properties Trust,MPW,NYSE,True
"Meridian Bioscience, Inc.",Meridian Bioscience,VIVO,NASDAQ,False
Merus NV,Merus,MRUS,NASDAQ,False
Metro AG,Metro,B4B,Deutsche Börse Xetra,True
Microchip Technology,Microchip Technology,MCHP,NASDAQ,False
Mimecast Ltd,Mimecast,MIME,NASDAQ,False
Mirriad Advertising PLC,Mirriad Advertising,MIRI,London Stock Exchange,False
"Mitek Systems, Inc.",Mitek Systems,MITK,NASDAQ,False
MJ Gleeson PLC,MJ Gleeson,GLE,London Stock Exchange,False
MLP AG,MLP AG,MLP,Deutsche Börse Xetra,False
"Momenta Pharmaceuticals, Inc.",Momenta Pharmaceuticals,MNTA,NASDAQ,False
"Momo, Inc.",Momo,MOMO,NASDAQ,False
"Monarch Casino & Resort, Inc.",Monarch Casino & Resort,MCRI,NASDAQ,False
Monmouth Real Estate Investment,Monmouth Real Estate Investment,,NYSE,False
Morgan Advanced Materials PLC,Morgan Materials,MGAM,London Stock Exchange,True
Moss Bros Group PLC,Moss Bros Group,MOSB,London Stock Exchange,False
MP Evans Group plc,MP Evans,MPE,London Stock Exchange,False
MPLX LP.,MPLX LP,MPLX,NYSE,True
"NACCO Industries, Inc.",NACCO Industries,NC,NYSE,False
"NanoString Technologies, Inc.",NanoString Technologies,NSTG,NASDAQ,False
"National CineMedia, Inc.",National CineMedia,NCMI,NASDAQ,False
National Research Corporation,National Research Corporation,,NASDAQ,False
"Natural Gas Services Group, Inc.","Natural Gas Services Group
NGS",,NYSE,False
Navient,Navient,NAVI,NASDAQ,False
Nektar Therapeutics,Nektar Therapeutics,NKTR,NASDAQ,False
"NETGEAR, Inc",NETGEAR,NTGR,NASDAQ,False
"NetScout Systems, Inc.",NetScout Systems,NTCT,NASDAQ,False
"Neurocrine Biosciences, Inc.",Neurocrine Biosciences,NBIX,NASDAQ,False
"New Oriental Education & Technology Group, Inc.","New Oriental Education & Technology Group
EDU",,NYSE,False
"New Relic, Inc.",New Relic,NEWR,NYSE,False
New Residential Investment Corp.,New Residential Investment,,NYSE,True
New Work SE,New Work SE,NWOn,Deutsche Börse Xetra,False
Neways Electronics International NV,Neways Electronics,NEWAY,Netherlands,True
NewLink Genetics Corp.,NewLink Genetics,NLNK,NASDAQ,False
"Newmark Group, Inc.",Newmark Group,NMRK,NASDAQ,False
News Corp Class A,News Corp Class A,NWSA,NASDAQ,False
NextEra Energy Partners LP,NextEra Energy Partners,NEP,NYSE,True
Nichols PLC,Nichols,NICL,London Stock Exchange,True
"NMI Holdings, Inc.",NMI Holdings,NMIH,NASDAQ,False
Norfolk Southern Corp.,Norfolk Southern,NSC,NYSE,False
Northern Trust Corp.,Northern Trust,NTRS,NASDAQ,False
Nova Measuring Instruments Ltd,"Nova Measuring Instruments
NVMI",,NASDAQ,False
NSI NV,NSI NV,NSI,Netherlands,True
"Nuance Communications, Inc.",Nuance Communications,NUAN,NASDAQ,False
Numis Corporation plc,Numis,NUM,London Stock Exchange,False
Nutrien Ltd.,Nutrien,NTR,NYSE,False
NVE Corporation,NVE,NVEC,NASDAQ,False
O'Reilly Automotive,O'Reilly Automotive,ORLY,NASDAQ,False
OC Oerlikon Corporation AG,OC Oerlikon,OERL,SIX Swiss,False
OCI NV,OCI,OCI,Netherlands,True
ON Semiconductor Corporation,ON Semiconductor,ON,NASDAQ,False
"ONEOK, Inc.",ONEOK,OKE,NYSE,True
OneSavings Bank PLC,OneSavings Bank,OSB,London Stock Exchange,False
OneSmart International Education Group Ltd.,"OneSmart International Education
ONE",,NYSE,False
"Opko Health, Inc.",Opko Health,OPK,NASDAQ,False
"Option Care Health, Inc.",Option Care Health,OPCH,NASDAQ,False
"Oragenics, Inc.",Oragenics,OGEN,NYSE,False
Orchard Therapeutics PLC ADR,Orchard Therapeutics PLC,ORTX,NASDAQ,False
Ordina NV,Ordina,ORDI,Netherlands,True
OrthoPediatrics Corp,OrthoPediatrics,KIDS,NASDAQ,False
"Pacific Biosciences of California, Inc.",Pacific Biosciences,PACB,NASDAQ,False
"Palomar Holdings, Inc.",Palomar Holdings,PLMR,NASDAQ,False
Paragon Banking Group PLC,Paragon Banking Group PLC,,London Stock Exchange,False
Park Electrochemical Corporation,Park Electrochemical,PKE,NYSE,False
"Parsley Energy, Inc.",Parsley Energy,PE,NYSE,False
"Passage Bio, Inc.",Passage Bio,PASG,NASDAQ,False
Paylocity Holding Corporation,Paylocity Holding,PCTY,NASDAQ,False
"PBF Energy, Inc.",PBF Energy,PBF,NYSE,False
Pegasystems Inc.,Pegasystems,PEGA,NASDAQ,False
Pentair Ltd.,Pentair,PNR,NYSE,False
People's United Bank,People's United Bank,PBCT,NASDAQ,False
PerkinElmer,PerkinElmer,PKI,NYSE,False
"PetMed Express, Inc.",PetMed Express,PETS,NASDAQ,False
Pfeiffer Vacuum Technology AG,Pfeiffer,PFV,Deutsche Börse Xetra,False
Phibro Animal Health Corp.,Phibro Animal Health,PAHC,NASDAQ,False
"Photronics, Inc.",Photronics,PLAB,NASDAQ,False
PIMCO Euro Short Maturity Source UCITS ETF,PIMCO Euro Short Maturity Euro,,Deutsche Börse Xetra,False
PIMCO Short-Term HY Corp Bond USD Inc,PIMCO STHY CBond USD,SSHY,London Stock Exchange,False
PIMCO US Dollar Short Maturity Source UCITS ETF Distributing,PIMCO US Dollar Short Maturity Source USD,,London Stock Exchange,False
Pioneer Natural Resources,Pioneer Nat. Resources,PXD,NYSE,False
"Pixelworks, Inc.",Pixelworks,PXLW,NASDAQ,False
Plains All American Pipeline L.P.,"Plains All American Pipeline
PAA",,NYSE,False
Portland General Electric Cо.,Portland General Electric,POR,NYSE,False
"Power Integrations, Inc.",Power Integrations,POWI,NASDAQ,False
Progress Software Corporation,Progress Software,PRGS,NASDAQ,True
Prologis,Prologis,PLD,NYSE,False
"Proofpoint, Inc.",Proofpoint,PFPT,NASDAQ,False
"Provention Bio, Inc.",Provention Bio,PRVB,NASDAQ,False
Prudential Financial,Prudential Financial,PRU,NYSE,True
PTC Inc.,PTC Inc.,PTC,NASDAQ,False
"Puma Biotechnology, Inc.",Puma Biotechnology,PBYI,NASDAQ,False
QIAGEN NV,QIAGEN,QIA,Deutsche Börse Xetra,False
Qurate Retail Inc Series A,Qurate Retail,QRTEA,NASDAQ,False
R.E.A. Holdings PLC 9% PRF,R.E.A. Holdings 9% PRF,RE.B,London Stock Exchange,False
Radcom Ltd,Radcom,RDCM,NASDAQ,False
"Radius Health, Inc.",Radius Health,RDUS,NASDAQ,False
Range Resources Corp.,Range Resources,RRC,NYSE,False
Rathbone Brothers PLC,Rathbone Brothers,RAT,London Stock Exchange,False
RDI REIT PLC,RDI REIT,RDI,London Stock Exchange,False
Redde Northgate PLC,Redde Northgate,REDD,London Stock Exchange,False
Redhill Biopharma Ltd.,Redhill Biopharma,RDHL,NASDAQ,False
"Redwood Trust, Inc.",Redwood,RWT,NYSE,False
Renasant Corporation,Renasant,RNST,NASDAQ,False
Renew Holdings plc,Renew Holdings,RNWH,London Stock Exchange,False
Rentokil Initial PLC,Rentokil Initial,RTO,London Stock Exchange,False
Repay Holdings Corporation,Repay Holdings,RPAY,NASDAQ,False
Residential Secure Income PLC,Residential Secure Income,RESI,London Stock Exchange,False
"Resolute Mining, Ltd.",Resolute Mining,RSG,London Stock Exchange,False
"Retrophin, Inc.",Retrophin,RTRX,NASDAQ,False
"Rexford Industrial Realty, Inc.",Rexford Industrial Realty,REXR,NYSE,False
Rexnord Corporation,Rexnord,RXN,NYSE,False
Rimini Street Inc.,Rimini Street,RMNI,NASDAQ,False
"RingCentral, Inc. - Class A",RingCentral - A,RNG,NYSE,False
Rockhopper Exploration,Rockhopper Exploration,RKH,London Stock Exchange,False
"Rockwell Medical, Inc.",Rockwell Medical,RMTI,NASDAQ,False
"Rogers Communications, Inc.",Rogers Communications,RCI,NYSE,False
Rotork PLC,Rotork,ROR,London Stock Exchange,False
RSA Insurance Group PLC,RSA Insurance Group,RSA,London Stock Exchange,False
RTL Group SA,RTL Group,RRTL,Deutsche Börse Xetra,False
"Ruth's Hospitality Group, Inc.",Ruth's Hospitality Group,RUTH,NASDAQ,False
RWS Holdings plc,RWS Holdings,RWS,London Stock Exchange,False
S&T AG,S&T,SANT,Deutsche Börse Xetra,False
SAF-Holland SA,SAF-Holland,SFQ,Deutsche Börse Xetra,False
"Sanderson Farms, Inc.",Sanderson Farms,SAFM,NASDAQ,False
"Sarepta Therapeutics, Inc.",Sarepta Therapeutics,SRPT,NASDAQ,False
SBM Offshore NV,SBM Offshore,SBMO,Netherlands,True
"ScanSource, Inc.",ScanSource,SCSC,NASDAQ,False
Scapa Group plc,Scapa Group,SCPA,London Stock Exchange,False
ScS Group PLC,ScS Group,SCS,London Stock Exchange,False
SDL PLC,SDL PLC,SDL,London Stock Exchange,False
"SeaChange International, Inc.",SeaChange International,SEAC,NASDAQ,False
"Seattle Genetics, Inc.",Seattle Genetics,SGEN,NASDAQ,False
"SeaWorld Entertainment, Inc.",SeaWorld Entertainment,SEAS,NYSE,False
SecureWorks Corp.,SecureWorks,SCWX,NASDAQ,False
Sempra Energy,Sempra Energy,SRE,NYSE,False
Semtech Corporation,Semtech,SMTC,NASDAQ,False
Serica Energy plc,Serica Energy,SQZ,London Stock Exchange,False
"ServiceSource International, Inc.","ServiceSource International
SREV",,NASDAQ,False
Severfield PLC,Severfield,SFR,London Stock Exchange,False
"Shake Shack, Inc.",Shake Shack,SHAK,NYSE,False
Sherwin-Williams Co.,Sherwin-Williams,SHW,NYSE,False
"Shift4 Payments, Inc.",Shift4 Payments,FOUR,NYSE,False
Sibanye-Stillwater ADR,Sibanye-Stillwater,SBSW,NYSE,False
Sierra Wireless Inc.,Sierra Wireless,SWIR,NASDAQ,False
Siltronic AG,Siltronic,WAF,Deutsche Börse Xetra,False
"Simulations Plus, Inc.",Simulations Plus,SLP,NASDAQ,False
