name,short_name,symbol,exchange,fractional
"Axon Enterprise, Inc.",Axon Enterprise,AAXN,NASDAQ,False
"Baozun, Inc.",Baozun,BZUN,NASDAQ,False
Basic-Fit NV,Basic-Fit,BFIT,Netherlands,True
Best of the Best PLC,Best of the Best,BOTB,London Stock Exchange,False
BHP Group PLC,BHP Group,BLT,London Stock Exchange,True
"Bilibili, Inc.",Bilibili,BILI,NASDAQ,False
BlackRock Income and Growth Investment Trust PLC,"BlackRock Income and Growth Investment Trust
BRIG",,London Stock Exchange,False
Bushveld Minerals Limited,Bushveld Minerals,BMN,London Stock Exchange,False
Canaan Inc,Canaan,CAN,NASDAQ,False
Capri Holdings Limited,Capri Holdings Limited,CPRI,NYSE,False
Central Asia Metals plc,Central Asia Metals,CAML,London Stock Exchange,False
Chipotle Mexican Grill,Chipotle Mexican Grill,CMG,NYSE,True
Compagnie Financiere Richemont SA,Richemont,CFR,SIX Swiss,False
Computacenter PLC,Computacenter,CCC,London Stock Exchange,False
Core Laboratories NV,Core Laboratories,CLB,Netherlands,True
Countrywide PLC,Countrywide,CWD,London Stock Exchange,True
Deutsche Pfandbriefbank AG,Deutsche Pfandbriefbank,PBB,Deutsche Börse Xetra,True
Discovery Com Class A,Discovery Com Class A,DISCA,NASDAQ,False
"Domino's Pizza, Inc.",Domino's Pizza,DPZ,NYSE,False
DouYu International Holdings ADR,DouYu International,DOYU,NASDAQ,False
"DuPont de Nemours, Inc",DuPont,DD,NYSE,False
Eurocommercial Properties NV,Eurocommercial Prop.,ECMPA,Netherlands,True
Eve Sleep Limited,Eve Sleep,EVE,London Stock Exchange,True
Ferrovial SA,Ferrovial,FER,Bolsa de Madrid,False
Galapagos NV,Galapagos,GLPG,Netherlands,True
GCP Student Living PLC,GCP Student Living,DIGS,London Stock Exchange,False
Gem Diamonds Ltd,Gem Diamonds,GEMD,London Stock Exchange,False
Greencoat Renewables plc,Greencoat Renewables,GRP,London Stock Exchange,False
"GSX Techedu, Inc. Class A",GSX Techedu Class A,GSX,NYSE,True
GVC Holdings PLC,GVC Holdings,GVC,London Stock Exchange,False
"Heat Biologics, Inc.",Heat Biologics,HTBX,NASDAQ,False
Hella KGaA Hueck & Co,Hella,HLE,Deutsche Börse Xetra,True
HomeServe PLC,HomeServe,HSV,London Stock Exchange,False
Host Hotels & Resorts,Host Hotels & Resorts,HST,NYSE,False
Hostelworld Group Plc,Hostelworld Group,HSW,London Stock Exchange,False
Ibstock PLC,Ibstock,IBST,London Stock Exchange,False
International Paper Co.,International Paper,IP,NYSE,False
"iQIYI, Inc.",iQIYI,IQ,NASDAQ,False
iShares China Large Cap ETF Disttributing,iShares China Large Cap,FXC,London Stock Exchange,False
iShares Core MSCI EM IMI EUR UCITS ETF USD (Acc),iShares Core MSCI EM IMI EUR,,Deutsche Börse Xetra,False
iShares Core MSCI World UCITS ETF USD (Acc) GBP,iShares Core MSCI World GBX,,London Stock Exchange,True
iShares Core S&P 500 UCITS ETF USD (Acc),iShares Core S&P 500 UCITS,,London Stock Exchange,False
iShares Dow Jones Asia Pacific Select Dividend 30 UCITS ETF DE,iShares Dow Jones Asia Pacific Select Dividend 30,,Deutsche Börse Xetra,False
iShares EUR Govt Bond 3-5yr UCITS ETF EUR (Dist),iShares EUR Govt Bond 3-5yr,,London Stock Exchange,False
iShares MDAX UCITS ETF (DE),iShares MDAX DE,EXS3,Deutsche Börse Xetra,False
iShares MSCI World Small Cap UCITS ETF USD,iShares MSCI World Small Cap,,London Stock Exchange,True
JPMorgan European Investment Trust PLC,JPMorgan European Income,,London Stock Exchange,False
Las Vegas Sands Corp,Las Vegas Sands,LVS,NYSE,False
"Lumentum Holdings, Inc.",Lumentum Holdings,LITE,NASDAQ,False
MAN SE,MAN SE,MAN,Deutsche Börse Xetra,False
Maxar Technologies Inc,Maxar Technologies,MAXR,NYSE,True
Melrose Industries PLC,Melrose Industries,MRO,London Stock Exchange,True
Micro Focus International PLC,Micro Focus Int.,MCRO,London Stock Exchange,True
"Mondelez International, Inc.",Mondelez,MDLZ,NASDAQ,True
Morgan Sindall Group PLC,Morgan Sindall Group,MGNS,London Stock Exchange,True
Motorola Solutions Inc.,Motorola Solutions,MSI,NYSE,True
Naturgy Energy Group SA,Naturgy Energy,NTGY,Bolsa de Madrid,False
Nordex SE,Nordex,NDX1,Deutsche Börse Xetra,True
Nordic American Tankers Limited,Nordic American Tankers,NAT,NYSE,True
On The Beach Group plc,On The Beach,OTB,London Stock Exchange,False
OSRAM Licht AG,OSRAM Licht,OSR,Deutsche Börse Xetra,False
"Pagerduty, Inc",Pagerduty,PD,NYSE,False
Pharming Group NV,Pharming Group,PHARM,Netherlands,True
Polymetal International PLC,Polymetal Int.,POLY,London Stock Exchange,False
Polypipe Group plc,Polypipe Group,PLP,London Stock Exchange,False
PPG Industries,PPG Industries,PPG,NYSE,True
Premier African Minerals Ltd,Premier African Minerals,PREM,London Stock Exchange,False
Red Electrica Corporacion SA,Red Electrica Corporacion,REE,Bolsa de Madrid,False
"Riot Blockchain, Inc.",Riot Blockchain,RIOT,NASDAQ,False
Rosneft Oil Company,Rosneft Oil,ROSN,London Stock Exchange,False
Sabre Corporation,Sabre,SABR,NASDAQ,False
Sartorius AG,Sartorius,SRT3,Deutsche Börse Xetra,False
Seagate Technology,Seagate,STX,NASDAQ,True
Senvion SA,Senvion,SEN,Deutsche Börse Xetra,True
SGL Carbon SE,SGL Carbon,SGL,Deutsche Börse Xetra,False
Shaftesbury PLC,Shaftesbury,SHB,London Stock Exchange,False
Sika AG,Sika,SIKA,SIX Swiss,False
Smiths Group PLC,Smiths Group,SMIN,London Stock Exchange,False
Softcat PLC,Softcat,SCT,London Stock Exchange,True
SPDR FTSE UK All Share UCITS ETF (Acc),SPDR FTSE UK All Share,FTAL,London Stock Exchange,False
"Spirit Aerosystems Holdings, Inc.","Spirit Aerosystems Holdings
SPR",,NYSE,False
Splunk Inc.,Splunk,SPLK,NASDAQ,False
St James's Place PLC,St James's Place,STJ,London Stock Exchange,True
"Suburban Propane Partners, L.P.",Suburban Propane Partners,,NYSE,False
Sylvania Platinum Ltd.,Sylvania Platinum,SLP,London Stock Exchange,True
The Renewables Infrastructure Group Ltd,The Renewables Infrastructure Group,,London Stock Exchange,True
The Union Pacific Corporation,Union Pacific,UNP,NYSE,True
The Wendy's Co.,The Wendy's,WEN,NASDAQ,False
Topps Tiles PLC,Topps Tiles,TPT,London Stock Exchange,False
Trivago NV - ADR,Trivago,TRVG,NASDAQ,False
TT Electronics plc,TT Electronics,TTG,London Stock Exchange,False
Turtle Beach Corporation,Turtle Beach,HEAR,NASDAQ,False
Urban Outfitters,Urban Outfitters,URBN,NASDAQ,False
Valero Energy,Valero Energy,VLO,NYSE,True
Vanguard FTSE Emerging Markets GBP UCITS ETF (USD) Accumulating,Vanguard FTSE Emerging Markets GBP,,London Stock Exchange,False
Vanguard FTSE Japan UCITS ETF,Vanguard FTSE Japan,VJPN,London Stock Exchange,True
"Vir Biotechnology, Inc.",Vir Biotechnology,VIR,NASDAQ,False
Vista Outdoor Inc.,Vista Outdoor,VSTO,NYSE,False
Vivoryon Therapeutics AG,Vivoryon Therapeutics,VVY,Netherlands,True
W. P. Carey Inc.,W. P. Carey,WPC,NYSE,False
Wix.Com ltd,Wix.Com,WIX,NASDAQ,False
Wolters Kluwer NV,Wolters Kluwer,WKL,Netherlands,True
Xilinx Inc.,Xilinx,XLNX,NASDAQ,False
Xtrackers MSCI World Swap UCITS ETF 1C,Xtrackers MSCI World Swap,,Deutsche Börse Xetra,False
"Zendesk, Inc.",Zendesk,ZEN,NYSE,True
Abercrombie & Fitch Company,Abercrombie & Fitch Company,,NYSE,False
ABN AMRO Group NV,ABN AMRO Group,ABN,Netherlands,True
Albemarle Corporation,Albemarle,ALB,NYSE,False
Align Technology Inc,Align Technology,ALGN,NASDAQ,False
Alliance Pharma PLC,Alliance Pharma,APH,London Stock Exchange,True
Altice NV Class A,Altice NV,ATC,Netherlands,True
American Shared Hospital Services,American Shared Hospital,AMS,NYSE,False
American States Water Company,American States Water,AWR,NYSE,False
"Amicus Therapeutics, Inc.",Amicus Therapeutics,FOLD,NASDAQ,False
Amur Minerals Corporation,Amur Minerals,AMC,London Stock Exchange,True
Anglo American PLC,Anglo American,AAL,London Stock Exchange,True
"AnPac Bio-Medical Science Co., Ltd.",AnPac Bio-Medical Science,ANPC,NASDAQ,False
Applied Graphene Materials plc,"Applied Graphene Materials
AGM",,London Stock Exchange,False
ASML Holding NV ADR,ASML Holding NV,ASML,NASDAQ,True
"Avinger, Inc.",Avinger,AVGR,NASDAQ,False
Aviva PLC 8.375% PRF,Aviva 8.375% PRF,AV.B,London Stock Exchange,False
Bed Bath & Beyond,Bed Bath & Beyond,BBBY,NASDAQ,True
Best Buy Co. Inc.,Best Buy Co,BBY,NYSE,True
Big 5 Sporting Goods Corporation,Big 5 Sporting Goods,BGFV,NASDAQ,True
"BioLife Solutions, Inc.",BioLife Solutions,BLFS,NASDAQ,False
Biomarin Pharmaceutical Inc,Biomarin Pharma,BMRN,NASDAQ,False
Biotest AG,Biotest,BIO3,Deutsche Börse Xetra,False
"BlackBerry, Ltd.",BlackBerry,BB,NYSE,True
Blink Charging Co.,Blink Charging,BLNK,NASDAQ,False
Bloom Energy Corp.,Bloom Energy,BE,NYSE,True
Boston Scientific,Boston Scientific,BSX,NYSE,False
CANCOM SE,CANCOM,COK,Deutsche Börse Xetra,False
Cardinal Health Inc.,Cardinal Health,CAH,NYSE,True
Cardlytics Inc,Cardlytics,CDLX,NASDAQ,False
Caretech Holdings PLC,Caretech Holdings,CTH,London Stock Exchange,False
Charles Schwab Corp.,Charles Schwab,SCHW,NYSE,False
"Cinemark Holdings, Inc",Cinemark Holdings,CNK,NYSE,False
Close Brothers Group PLC,Close Brothers Group,CBG,London Stock Exchange,False
Cranswick PLC,Cranswick,CWK,London Stock Exchange,False
Danaher Corporation,Danaher,DHR,NYSE,True
Deere & Co.,Deere & Co.,DE,NYSE,False
Deutz AG,Deutz,DEZ,Deutsche Börse Xetra,False
"Editas Medicine, Inc.","Editas Medicine, Inc.",EDIT,NASDAQ,True
Electrocomponents PLC,Electrocomponents,ECM,London Stock Exchange,True
Equinor ASA,Equinor,EQNR,NYSE,False
EssilorLuxottica SA,Essilor,EL,Euronext Paris,True
Ferguson PLC,Ferguson,FERG,London Stock Exchange,False
Ferrexpo PLC,Ferrexpo PLC,FXPO,London Stock Exchange,False
Fevertree Drinks plc,Fevertree,FEVR,London Stock Exchange,False
Fidelity China Special Situations PLC,Fidelity China,FCSS,London Stock Exchange,False
Fugro NV,Fugro,FUR,Netherlands,True
GameStop Corp.,GameStop,GME,NYSE,False
GEA Group AG,GEA Group,G1A,Deutsche Börse Xetra,False
Genetron Holdings Ltd,Genetron Holdings,GTH,NASDAQ,False
Gerresheimer AG,Gerresheimer,GXI,Deutsche Börse Xetra,False
Givaudan SA,Givaudan,GIVN,SIX Swiss,False
GlaxoSmithKline plc ADR,GlaxoSmithKline,GSK,NYSE,False
Go-Ahead Group PLC,Go-Ahead Group,GOG,London Stock Exchange,False
GrafTech International Ltd,GrafTech,EAF,NYSE,False
GrandVision NV,GrandVision,GVNV,Netherlands,True
Halma PLC,Halma,HLMA.,London Stock Exchange,True
Henkel AG & Co KGaA,Henkel,HEN,Deutsche Börse Xetra,False
Hornbach Holding AG & Co KGaA,Hornbach Holding,HBH,Deutsche Börse Xetra,False
HSBC MSCI China GBX UCITS ETF Distributing,HSBC MSCI China GBX,HMCH,London Stock Exchange,True
HSBC MSCI China USD UCITS ETF Distributing,HSBC MSCI China USD,HMCD,London Stock Exchange,True
HSBC MSCI Turkey UCITS ETF,HSBC MSCI Turkey,HTRY,London Stock Exchange,False
"HubSpot, Inc.",HubSpot,HUBS,NYSE,False
Hyatt Hotels Corporation,Hyatt Hotels,H,NYSE,False
Hyve Group PLC,Hyve Group,HYVE,London Stock Exchange,True
"Innovative Industrial Properties, Inc.",Innovative Industrial Properties,,NYSE,False
Intec Pharma Ltd.,Intec Pharma,NTEC,NASDAQ,False
Intellia Therapeutics Inc,Intellia Therapeutics,NTLA,NASDAQ,False
Invesco Bloomberg Commodity UCITS ETF,Invesco Bloomberg Commodity,,London Stock Exchange,False
iShares Core EUR Govt Bond ETF EUR Dist,iSh Core EUR G.Bond,SEGA,London Stock Exchange,False
iShares FTSE 100 ETF GBP Acc,iSh FTSE100 GBP,CUKX,London Stock Exchange,False
iShares FTSE MIB UCITS ETF EUR (Dist),iShares FTSE MIB,IMIB,London Stock Exchange,False
iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),iShares S&P 500 Information Technology Sector USD,,London Stock Exchange,False
iShares S&P Small Cap 600 UCITS ETF USD (Dist),iShares S&P Small Cap 600 UCITS,,Deutsche Börse Xetra,False
IWG PLC,IWG PLC,IWG,London Stock Exchange,False
Jabil Inc.,Jabil,JBL,NYSE,False
"Jiayin Group, Inc.",Jiayin Group,JFIN,NASDAQ,False
John Laing Environmental Assets Group Ltd,J. Laing Assets,JLEN,London Stock Exchange,False
Jumia Technologies AG,Jumia Technologies,JMIA,NYSE,True
Kellogg Company,Kellogg,K,NYSE,False
Kimberly-Clark,Kimberly-Clark,KMB,NYSE,True
"KKR & Co, Inc.",KKR & Co,KKR,NYSE,False
Kuehne + Nagel International AG,Kuehne + Nagel,KNIN,SIX Swiss,False
Learning Technologies Group PLC,Learning Technologies,LTG,London Stock Exchange,False
Levi Strauss & Co Class A,Levi Strauss & Co,LEVI,NYSE,False
Lonza Group AG,Lonza Group,LONN,SIX Swiss,False
Main Street Capital Corporation,Main Street Capital,MAIN,NYSE,True
Mitie Group PLC,Mitie Group,MTO,London Stock Exchange,False
"Moneygram International, Inc.",Moneygram International,MGI,NASDAQ,False
Mothercare PLC,Mothercare,MTC,London Stock Exchange,False
Motorpoint group PLC,Motorpoint Group,MOTR,London Stock Exchange,False
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Munich Re,MUV2,Deutsche Börse Xetra,False
N Brown Group PLC,N Brown Group,BWNG,London Stock Exchange,True
Noble Energy Inc.,Noble Energy,NBL,NYSE,False
Norcros PLC,Norcros,NXR,London Stock Exchange,False
Northrop Grumman Corp.,Northrop Grumman,NOC,NYSE,False
Pearson PLC,Pearson,PSON,London Stock Exchange,True
Petroleo Brasileiro S.A. ADR,Petroleo Brasileiro,PBR,NYSE,False
Pharos Energy PLC,Pharos Energy,PHAR,London Stock Exchange,False
Philips Lighting NV,Philips Lighting,LIGHT,Netherlands,True
PNE Wind AG,PNE Wind,PNE3,Deutsche Börse Xetra,False
PostNL NV,PostNL,PNL,Netherlands,True
PPL Corp.,PPL Corp.,PPL,NYSE,False
"Progyny, Inc.",Progyny,PGNY,NASDAQ,False
ProSiebenSat.1 Media SE,ProSiebenSat.1 Media,PSM,Deutsche Börse Xetra,False
Provident Financial PLC,Provident Financial,PFG,London Stock Exchange,False
Qorvo Inc.,Qorvo,QRVO,NASDAQ,False
Randstad Holding NV,Randstad Holding,RAND,Netherlands,True
Renewi PLC,Renewi,RWI,London Stock Exchange,False
Renishaw PLC,Renishaw,RSW,London Stock Exchange,False
Royal Dutch Shell PLC - Class B,Royal Dutch Shell,RDSB,Netherlands,True
Saga PLC,Saga PLC,SAGA,London Stock Exchange,True
Sandstorm Gold Ltd.,Sandstorm Gold,SAND,NYSE,False
"Schrodinger, LLC",Schrodinger,SDGR,NASDAQ,False
Secure Trust Bank plc,Secure Trust Bank,STB,London Stock Exchange,False
Senior PLC,Senior,SNR,London Stock Exchange,False
Sixt SE,Sixt,SIX2,Deutsche Börse Xetra,True
Southern Copper Corporation,Southern Copper,SCCO,NYSE,False
SPDR MSCI World EUR UCITS ETF USD Accumulating,SPDR MSCI World EUR,SPPW,Deutsche Börse Xetra,True
SSP Group Plc,SSP Group,SSPG,London Stock Exchange,True
Standard Chartered PLC,Standard Chartered,STAN,London Stock Exchange,False
STORE Capital Corporation,STORE Capital,STOR,NYSE,True
"Suncor Energy, Inc.",Suncor Energy,SU,NYSE,False
Symrise AG,Symrise,SY1,Deutsche Börse Xetra,False
"Tailored Brands, Inc.",Tailored Brands,TLRD,NYSE,False
The Royal Bank of Canada,Royal Bank of Canada,RY,NYSE,False
"TherapeuticsMD, Inc.",TherapeuticsMD,TXMD,NASDAQ,False
Transocean,Transocean,RIG,NYSE,True
"Ulta Beauty, Inc.",Ulta Beauty,ULTA,NYSE,False
Ultra Electronics Holdings PLC,Ultra Electronics,ULE,London Stock Exchange,False
Vanguard FTSE Devoleped World UCITS ETF USD Accumulation,"Vanguard FTSE Devoloped World
VHVE",,London Stock Exchange,False
Vanguard S&P 500 UCITS ETF (USD) Distributing,Vanguard S&P 500,VUSD,London Stock Exchange,False
Vectura Group PLC,Vectura Group,VEC,London Stock Exchange,False
Veeva Systems Inc. - Class A,Veeva Systems - Class A,VEEV,NYSE,False
Veolia Environnement VE SA,Veolia,VIE,Euronext Paris,True
"Veritone, Inc.",Veritone,VERI,NASDAQ,False
Watches of Switzerland Group plc,Watches of Switzerland,WOSG,London Stock Exchange,False
Western Digital,Western Digital,WDC,NASDAQ,True
Western Union Co.,Western Union,WU,NYSE,False
Wheaton Precious Metals Corp.,Wheaton Precious Metals,WPM,NYSE,False
WisdomTree Physical Precious Metals,"WisdomTree Physical Precious Metals
VZLE",,Deutsche Börse Xetra,False
Wynn Resorts Ltd.,Wynn Resorts,WYNN,NASDAQ,False
Xtrackers ESG MSCI Emerging Markets UCITS ETF 1C,"Xtrackers ESG MSCI Emerging Markets
XZEM",,London Stock Exchange,False
Yamana Gold Inc,Yamana Gold,AUY,NYSE,True
"ZIOPHARM Oncology, Inc.",ZIOPHARM Oncology,ZIOP,NASDAQ,False
"2U, Inc.",2U,TWOU,NASDAQ,False
3D Systems Corporation,3D Systems,DDD,NYSE,False
3i Group PLC,3i Group,III,London Stock Exchange,False
Aareal Bank AG,Aareal Bank,ARL,Deutsche Börse Xetra,True
"ABIOMED, Inc.",ABIOMED,ABMD,NASDAQ,False
"Accelerate Diagnostics, Inc.",Accelerate Diagnostics,AXDX,NASDAQ,False
Accell Group,Accell Group,ACCEL,Netherlands,True
Acerinox,Acerinox,ACX,Bolsa de Madrid,False
Acorda Therapeutics Inc,Acorda Therapeutics,ACOR,NASDAQ,False
Adaptive Biotechnologies Corp.,Adaptive Biotechnologies,ADPT,NASDAQ,True
Advanced Medical Solutions Group plc,"Advanced Medical Solutions
AMS",,London Stock Exchange,False
AGNC Investment Corp,AGNC Investment,AGNC,NASDAQ,True
Agnico Eagle Mines Limited,Agnico Eagle Mines,AEM,NYSE,True
Alcoa Inc.,Alcoa,AA,NYSE,False
Alexion Pharmaceuticals,Alexion Pharmaceuticals,ALXN,NASDAQ,False
"Allied Healthcare Products, Inc.",Allied Healthcare Products,AHPI,NASDAQ,False
Allied Minds PLC,Allied Minds,ALM,London Stock Exchange,False
"Allscripts Healthcare Solutions, Inc.",Allscripts,MDRX,NASDAQ,False
alstria office REIT-AG,Alstria Office,AOX,Deutsche Börse Xetra,False
Analog Devices Inc.,Analog Devices,ADI,NASDAQ,False
Arcadis NV,Arcadis,ARCAD,Netherlands,True
Arista Networks,Arista Networks,ANET,NYSE,False
Arrow Global Group PLC,Arrow Global Group,ARW,London Stock Exchange,False
ASR Nederland NV,ASR Nederland,ASRNL,Netherlands,True
Atos SE,Atos,ATO,Euronext Paris,True
Baillie Gifford Shin Nippon PLC,Baillie Gifford,BGS,London Stock Exchange,False
"Bausch Health Companies, Inc.",Bausch Health Companies,BHC,NYSE,True
BayWa AG,BayWa,BYW6,Deutsche Börse Xetra,False
Beter Bed Holding NV,Beter Bed Holding,BBED,Netherlands,True
"Big Lots, Inc.","Big Lots, Inc.",BIG,NYSE,False
Bilfinger SE,Bilfinger,GBF,Deutsche Börse Xetra,False
Bloomsbury Publishing PLC,Bloomsbury Publishing,BMY,London Stock Exchange,False
Boskalis Westminster,Boskalis Westminster,BOKA,Netherlands,True
"Box, Inc.","Box, Inc.",BOX,NYSE,False
Braemar Shipping Services PLC,Braemar Shipping,BMS,London Stock Exchange,False
"Brookfield Asset Management, Inc.",Brookfield Asset Management,,NYSE,False
Brunel International NV,Brunel International,BRNL,Netherlands,True
Cabot Microelectronics Corporation,Cabot Microelectronics,CCMP,NASDAQ,False
California Resources Corporation,California Resources,CRC,NYSE,False
Canadian National Railway Company,Canadian National Railway,CNI,NYSE,False
Capgemini SE,Capgemini,CAP,Euronext Paris,True
Capital One Financial,Capital One Financial,COF,NYSE,False
"Casa Systems, Inc.",Casa Systems,CASA,NASDAQ,False
CENTROTEC Sustainable AG,CENTROTEC Sustainable,CEV,Deutsche Börse Xetra,False
"Charter Communications, Inc Class A",Charter Communications,CHTR,NASDAQ,True
"China Pharma Holdings, Inc.",China Pharma Holdings,CPHI,NYSE,False
China Unicom Hong Kong Ltd.,China Unicom,CHU,NYSE,False
Cigna Corporation,Cigna,CI,NYSE,True
Circassia Pharmaceuticals Plc,Circassia Pharmaceuticals,CIR,London Stock Exchange,False
Citrix Systems,Citrix Systems,CTXS,NASDAQ,False
"Colony Capital , Inc. Class A",Colony Capital Class A,CLNY,NYSE,False
comdirect bank AG,comdirect bank,COM,Deutsche Börse Xetra,False
Constellation Brands,Constellation Brands,STZ,NYSE,False
ConvaTec Group PLC,ConvaTec Group,CTEC,London Stock Exchange,False
Corbion NV,Corbion,CRBN,Netherlands,True
Corcept Therapeutics Inc.,Corcept Therapeutics,CORT,NASDAQ,False
Corning Inc.,Corning,GLW,NYSE,True
Cross Timbers Royalty Trust,Cross Timbers Royalty,CRT,NYSE,False
Cyberark Software Ltd.,Cyberark Software,CYBR,NASDAQ,False
Dassault Systemes SE,Dassault Systemes,DSY,Euronext Paris,True
db Xtrackers II Sterling Cash ETF,db Xtrackers Sterling Cash,XSTR,London Stock Exchange,False
db Xtrackers S&P 500 UCITS ETF,db Xtrackers S&P 500 Swap ETF,,London Stock Exchange,False
Denny's Corporation,Denny's Corporation,DENN,NASDAQ,False
Derwent London PLC,Derwent London,DLN,London Stock Exchange,False
Draegerwerk AG & Co KGaA,Draegerwerk,DRW3,Deutsche Börse Xetra,False
DRDGOLD Limited,DRDGOLD,DRD,NYSE,False
Dufry AG,Dufry,DUFN,SIX Swiss,False
Dunelm Group PLC,Dunelm Group,DNLM,London Stock Exchange,False
Edenred SA,Edenred,EDEN,Euronext Paris,True
Edison Int'l,Edison,EIX,NYSE,False
Emerson Electric Co,Emerson Electric,EMR,NYSE,True
Empiric Student Property PLC,Empiric Student Property,ESP,London Stock Exchange,False
Enagas,Enagas,ENG,Bolsa de Madrid,False
"Equinix, Inc.",Equinix,EQIX,NASDAQ,False
Equinox Gold Corporation,Equinox Gold,EQX,NYSE,False
ETFS DAX Daily 2x Long GO UCITS ETF,ETFS DAX Daily 2x Long GO,,London Stock Exchange,False
Evoqua Water Technologies Corp.,Evoqua Water,AQUA,NYSE,False
ForFarmers NV,ForFarmers,FFARM,Netherlands,True
"Fossil, Inc.",Fossil,FOSL,NASDAQ,False
Fresenius Medical Care AG & Co KGaA,Fresenius Medical Care,FME,Deutsche Börse Xetra,False
Gamma Communications PLC,Gamma Communications,GAMA,London Stock Exchange,False
Gap Inc.,Gap,GPS,NYSE,False
"Garrett Motion, Inc.",Garret Motion,GTX,NYSE,False
GasLog Partners LP,GasLog Partners,GLOP,NYSE,False
Geberit AG,Geberit,GEBN,SIX Swiss,False
Geron Corp,Geron,GERN,NASDAQ,False
GFT Technologies SE,GFT Technologies,GFT,Deutsche Börse Xetra,False
Great Ajax Corporation,Great Ajax Corporation,AJX,NYSE,False
"H&R Block, Inc.",H&R Block,HRB,NYSE,False
Hamborner REIT AG,Hamborner REIT,HAB,Deutsche Börse Xetra,False
"Harvard Bioscience, Inc.",Harvard Bioscience,HBIO,NASDAQ,False
Helical PLC,Helical,HLCL,London Stock Exchange,False
Hewlett Packard Enterprise Company,Hewlett Packard Ent.,HPE,NYSE,True
Hilton Food Group PLC,Hilton Food Group,HFG,London Stock Exchange,False
Howmet Aerospace Inc,Howmet Aerospace,HWM,NYSE,False
IG Group Holdings PLC,IG Group Holdings,IGG,London Stock Exchange,False
Impax Environmental Markets PLC,Impax Environmental,IEM,London Stock Exchange,False
InMode Ltd.,InMode,INMD,NASDAQ,False
International Personal Finance PLC,International Personal Finance,,London Stock Exchange,False
Intertrust NV,Intertrust,INTER,Netherlands,True
IQE plc,IQE plc,IQE,London Stock Exchange,False
iShares $ Floating Rate Bond UCITS ETFs USD (Acc),"iShares $ Floating Rate Bond
FLOA",,London Stock Exchange,False
iShares Core UK Gilts UCITS ETF,iShares Core UK Gilts,IGLT,London Stock Exchange,False
iShares Global Corp Bond UCITS ETF USD (Dist),"iShares Global Corp Bond GBP
CRPS",,London Stock Exchange,False
iShares STOXX Europe Select Dividend 30 UCITS ETF,iShares STOXX Europe Select Dividend 30,,Deutsche Börse Xetra,False
Jacobs Engineering Group,Jacobs Engineering,J,NYSE,False
Jazz Pharmaceuticals PLC,Jazz Pharmaceuticals,JAZZ,NASDAQ,False
Jde Peet's B.V.,Jde Peet's,JDEP,Netherlands,False
Jungheinrich AG,Jungheinrich,JUN3,Deutsche Börse Xetra,False
Kainos Group PLC,Kainos Group,KNOS,London Stock Exchange,False
"Karyopharm Therapeutics, Inc.",Karyopharm Therapeutics,KPTI,NASDAQ,False
KAZ Minerals PLC,KAZ Minerals,KAZ,London Stock Exchange,False
Kefi Minerals PLC,Kefi Minerals,KEFI,London Stock Exchange,True
KION Group AG,KION Group,KGX,Deutsche Börse Xetra,False
Kohl's Corp.,Kohl's,KSS,NYSE,False
Koninklijke BAM Groep NV,Koninklijke BAM Groep,BAMNB,Netherlands,True
Koninklijke KPN NV,Koninklijke KPN,KPN,Netherlands,True
L&G Battery Value-Chain UCITS ETF GBP Accumulating,L&G Battery Value-Chain,BATG,London Stock Exchange,True
Leverage Shares 2x Alphabet ETP,2x Alphabet,2GOO,London Stock Exchange,False
Leverage Shares 2x Amazon ETP,2x Amazon,2AMZ,London Stock Exchange,False
Leverage Shares 2x Goldman Sachs ETP,2x Goldman Sachs,2GS,London Stock Exchange,False
Leverage Shares 2x Salesforce ETP,2x Salesforce,2CRM,London Stock Exchange,False
LondonMetric Property PLC,LondonMetric Property,LMP,London Stock Exchange,False
LPKF Laser & Electronics AG,LPKF,LPK,Deutsche Börse Xetra,False
Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF - Acc,Lyxor Commodities Ex-Enregy,,Deutsche Börse Xetra,False
Lyxor MSCI India UCITS ETF C-EUR,Lyxor MSCI India,LYXINR,Deutsche Börse Xetra,False
McCormick & Co.,McCormick & Co.,MKC,NYSE,True
Medigene AG,Medigene,MDG1,Deutsche Börse Xetra,False
MetLife Inc.,MetLife,MET,NYSE,False
Mondi PLC,Mondi,MNDI,London Stock Exchange,False
"MongoDB, Inc.",MongoDB,MDB,NASDAQ,True
Nanoco Group PLC,Nanoco Group,NANO,London Stock Exchange,False
"NetEase, Inc.",NetEase,NTES,NASDAQ,False
NN Group NV,NN Group,NN,Netherlands,True
Northern Electric PLC 8.061% PRF,Northern Electric 8.061% PRF,,London Stock Exchange,False
"Nutanix, Inc.",Nutanix,NTNX,NASDAQ,False
NXP Semiconductors,NXP Semiconductors,NXPI,NASDAQ,False
"Oasis Midstream Partners, LP",Oasis Midstream Partners,OMP,NASDAQ,False
Oi S.A.,Oi,OIBR/C,NYSE,False
Omnicom Group,Omnicom Group,OMC,NYSE,False
Oryzon Genomics SA,Oryzon Genomics,ORY,Bolsa de Madrid,False
paragon AG,Paragon,PGN,Deutsche Börse Xetra,False
