name,short_name,symbol,exchange,fractional
"China Pharma Holdings, Inc.",China,,NYSE,False
Churchill Capital Corp III,Churchill,,NYSE,False
Compagnie Financiere Richemont SA,Richemont,CFR,SIX Swiss,False
CompuGroup Medical SE,CompuGroup,,Deutsche Börse Xetra,False
ConvaTec Group PLC,ConvaTec,,London Stock Exchange,False
Corning Inc.,Corning,GLW,NYSE,True
Countryside Properties PLC,Countryside,,London Stock Exchange,False
Covestro AG,Covestro,1COV,Deutsche Börse Xetra,False
Cranswick PLC,Cranswick,CWK,London Stock Exchange,False
Croda International PLC,Croda,,London Stock Exchange,False
CropEnergies AG,CropEnergies,CE2,Deutsche Börse Xetra,False
Dave & Busters's Entertainment Inc.,Dave,,NASDAQ,False
DCP Midstream LP,DCP,,NYSE,False
Deere & Co.,Deere,DE,NYSE,False
Deutsche EuroShop AG,Deutsche,,Deutsche Börse Xetra,False
Deutz AG,Deutz,DEZ,Deutsche Börse Xetra,False
DFS Furniture PLC,DFS,DFS,London Stock Exchange,False
DMG Mori AG,DMG,GIL,Deutsche Börse Xetra,False
"DuPont de Nemours, Inc",DuPont,DD,NYSE,False
Ecolab Inc.,Ecolab,ECL,NYSE,True
Eldorado Resorts LLC,Eldorado,,NASDAQ,True
ELF Beauty Inc,ELF,ELF,NYSE,True
Endo International plc,Endo,,NASDAQ,False
Energy Transfers Partners,Energy,,NYSE,True
Enterprise Products Partners LP,Enterprise,,NYSE,True
EPR Properties REIT,EPR,,NYSE,True
Equinor ASA,Equinor,EQNR,NYSE,False
Equinox Gold Corporation,Equinox,EQX,NYSE,False
Ferguson PLC,Ferguson,FERG,London Stock Exchange,False
Ferratum Oyj,Ferratum,FRU,Deutsche Börse Xetra,False
Ferrovial SA,Ferrovial,FER,Bolsa de Madrid,False
Foresight Solar Fund Ltd,Foresight,,London Stock Exchange,True
Fox Corporation Class A,Fox,FOXA,NASDAQ,False
Fresenius Medical Care AG & Co KGaA,Fresenius,,Deutsche Börse Xetra,False
Galliford Try PLC,Galliford,GFRD,London Stock Exchange,False
Gamma Communications PLC,Gamma,,London Stock Exchange,False
Gap Inc.,Gap,GPS,NYSE,False
General Mills Inc.,General,GIS,NYSE,True
"Gfl Environmental Holdings, Inc.",Gfl,,NYSE,True
Healthpeak Properties Inc,Healthpeak,,NYSE,False
Henkel AG & Co KGaA,Henkel,HEN,Deutsche Börse Xetra,False
Hewlett Packard Enterprise Company,Hewlett,,NYSE,True
Hilton Food Group PLC,Hilton,,London Stock Exchange,False
Hutchison China MediTech Limited,Hutchison,,London Stock Exchange,False
Inchcape PLC,Inchcape,INCH,London Stock Exchange,False
Inmobiliaria Colonial SOCIMI SA,Inmobiliaria,,Bolsa de Madrid,False
"Innovative Industrial Properties, Inc.",Innovative,,NYSE,False
Integumen PLC,Integumen,SKIN,London Stock Exchange,True
International Personal Finance PLC,International,,London Stock Exchange,False
Invesco S&P 500 UCITS ETF Acc,Invesco,,London Stock Exchange,False
InVitae Corporation,InVitae,NVTA,NYSE,True
iShares Dow Jones Asia Pacific Select Dividend 30 UCITS ETF DE,iShares,,Deutsche Börse Xetra,False
iShares EUR Govt Bond 3-5yr UCITS ETF EUR (Dist),iShares,,London Stock Exchange,False
iShares FTSE MIB UCITS ETF EUR (Dist),iShares,,London Stock Exchange,False
iShares Global Water GBX UCITS ETF USD Distributing,iShares,,London Stock Exchange,False
iShares MSCI World Small Cap UCITS ETF USD,iShares,,London Stock Exchange,True
iShares S&P 500 Health Care Sector UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
Itau Unibanco Banco Holding SA,Itau,,NYSE,False
John Laing Environmental Assets Group Ltd,J.,JLEN,London Stock Exchange,False
John Wood Group PLC,John,,London Stock Exchange,False
JPMorgan European Investment Trust PLC,JPMorgan,,London Stock Exchange,False
Koninklijke BAM Groep NV,Koninklijke,,Netherlands,True
Krones AG,Krones,KRN,Deutsche Börse Xetra,False
La Francaise des Jeux SA,La,,Euronext Paris,True
Leverage Shares 2x Microsoft Corporation ETP,2x,2MSF,London Stock Exchange,False
Lyxor MSCI India UCITS ETF C-EUR,Lyxor,,Deutsche Börse Xetra,False
Main Street Capital Corporation,Main,,NYSE,True
"Match Group, Inc.",Match,MTCH,NASDAQ,False
"Moneygram International, Inc.",Moneygram,,NASDAQ,False
"Monolithic Power Systems, Inc.",Monolithic,,NASDAQ,False
Moss Bros Group PLC,Moss,,London Stock Exchange,False
Motorpoint group PLC,Motorpoint,,London Stock Exchange,False
Naked Wines plc,Naked,WINE,London Stock Exchange,False
Northern Electric PLC 8.061% PRF,Northern,,London Stock Exchange,False
Northrop Grumman Corp.,Northrop,,NYSE,False
Omnicom Group,Omnicom,,NYSE,False
Oxford Lane Capital Corporation,Oxford,,NASDAQ,False
Pan American Silver Corporation,Pan,,NASDAQ,False
"PNC Financial Services Group, Inc.",PNC,,NYSE,True
Premier African Minerals Ltd,Premier,,London Stock Exchange,False
Provident Financial PLC,Provident,,London Stock Exchange,False
Randstad Holding NV,Randstad,,Netherlands,True
Rank Group PLC,Rank,RNK,London Stock Exchange,False
Renewi PLC,Renewi,RWI,London Stock Exchange,False
S&P Global Inc.,S&P,SPGI,NYSE,False
Sanofi SA ADR,Sanofi,SNY,NASDAQ,False
Sartorius AG,Sartorius,SRT3,Deutsche Börse Xetra,False
Seanergy Maritime Holdings Corporation,Seanergy,,NASDAQ,False
Senior PLC,Senior,SNR,London Stock Exchange,False
SGL Carbon SE,SGL,SGL,Deutsche Börse Xetra,False
Shaftesbury PLC,Shaftesbury,SHB,London Stock Exchange,False
Simply Good Foods Co.,Simply,,NASDAQ,False
Smiths Group PLC,Smiths,SMIN,London Stock Exchange,False
SPDR S&P 400 U.S. Mid Cap UCITS ETF (Acc),SPDR,,London Stock Exchange,False
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),SPDR,,London Stock Exchange,False
"Spirit Aerosystems Holdings, Inc.",Spirit,,NYSE,False
Strix Group plc,Strix,KETL,London Stock Exchange,False
"T-Mobile US, Inc.",T-Mobile,TMUS,NASDAQ,True
"The GEO Group, Inc.",The,,NYSE,False
The Royal Bank of Canada,Royal,,NYSE,False
Toronto-Dominion Bank,"Toronto-Dominion
TD",,NYSE,False
UBS ETF (LU) MSCI World Socially Responsible GBX UCITS ETF (USD) A-dis,UBS,,London Stock Exchange,False
United States Steel Corporation,United,,NYSE,False
Vanguard Euro STOXX 50 EUR UCITS ETF (EUR) Distributing,Vanguard,,Deutsche Börse Xetra,False
Vanguard FTSE All-World GBP UCITS ETF (USD) Accumulating,Vanguard,,London Stock Exchange,False
Vanguard FTSE Japan UCITS ETF,Vanguard,,London Stock Exchange,True
"Veritone, Inc.",Veritone,VERI,NASDAQ,False
Weibo Corporation,Weibo,WB,NASDAQ,False
Western Digital,Western,,NASDAQ,True
Wuestenrot & Wuerttembergische AG,WUW,WUW,Deutsche Börse Xetra,False
"WW International, Inc.",WW,,NASDAQ,False
Xtrackers MSCI World Swap UCITS ETF 1C,Xtrackers,,Deutsche Börse Xetra,False
"Yum China Holdings, Inc.",Yum,,NYSE,False
AAR Corporation,AAR,,NYSE,True
Accell Group,Accell,ACCEL,Netherlands,True
Acciona,Acciona,ANA,Bolsa de Madrid,False
Adecco Group AG Class N,Adecco,,SIX Swiss,False
ADLER Real Estate AG,ADLER,,Deutsche Börse Xetra,False
ADVA Optical Networking SE,ADVA,ADV,Deutsche Börse Xetra,False
AFLAC Inc.,AFLAC,AFL,NYSE,True
"Air Products and Chemicals, Inc.",Air,,NYSE,True
Albemarle Corporation,Albemarle,ALB,NYSE,False
Alfen Beheer B.V.,Alfen,ALFEN,Netherlands,False
alstria office REIT-AG,Alstria,AOX,Deutsche Börse Xetra,False
American Shared Hospital Services,American,,NYSE,False
"Amicus Therapeutics, Inc.",Amicus,,NASDAQ,False
AMUNDI NASDAQ-100 UCITS ETF - EUR,AMUNDI,,Deutsche Börse Xetra,False
"AngloGold Ashanti Ltd, ADR",AngloGold,,NYSE,True
Applied Graphene Materials plc,Applied,,London Stock Exchange,False
ArcelorMittal S.A.,ArcelorMittal,MT,Netherlands,True
Argo Blockchain plc,Argo,,London Stock Exchange,True
Arista Networks,Arista,,NYSE,False
ASML Holding NV ADR,ASML,,NASDAQ,True
"Athersys, Inc.",Athersys,ATHX,NASDAQ,False
Aurubis AG,Aurubis,NDA,Deutsche Börse Xetra,False
"Baozun, Inc.",Baozun,BZUN,NASDAQ,False
Bechtle AG,Bechtle,BC8,Deutsche Börse Xetra,False
Bed Bath & Beyond,Bed,,NASDAQ,True
BGEO Group PLC,BGEO,BGEO,London Stock Exchange,False
"Big Lots, Inc.",Big,BIG,NYSE,False
Bijou Brigitte AG,Bijou,BIJ,Deutsche Börse Xetra,False
BMO Real Estate Investments Ltd,BMO,,London Stock Exchange,False
Boston Scientific,Boston,,NYSE,False
Bouygues SA,Bouygues,EN,Euronext Paris,True
Brewin Dolphin Holdings PLC,Brewin,,London Stock Exchange,False
California Resources Corporation,California,,NYSE,False
CANCOM SE,CANCOM,COK,Deutsche Börse Xetra,False
Capri Holdings Limited,Capri,,NYSE,False
Carmax Inc.,Carmax,KMX,NYSE,False
Carvana Co.,Carvana,CVNA,NYSE,False
"Catalyst Pharmaceuticals, Inc.",Catalyst,,NASDAQ,False
Chesnara PLC,Chesnara,CSN,London Stock Exchange,False
"China Biologic Products Holdings, Inc.",China,,NASDAQ,False
Circassia Pharmaceuticals Plc,Circassia,,London Stock Exchange,False
"Colony Capital , Inc. Class A",Colony,,NYSE,False
comdirect bank AG,comdirect,,Deutsche Börse Xetra,False
Constellation Brands,Constellation,,NYSE,False
Coupa Software Incorporated,Coupa,,NASDAQ,True
db Xtrackers S&P 500 UCITS ETF,db,,London Stock Exchange,False
Denny's Corporation,Denny's,,NASDAQ,False
Discover Financial Services,Discover,,NYSE,False
Discovery Com Class A,Discovery,,NASDAQ,False
Emerson Electric Co,Emerson,,NYSE,True
Empiric Student Property PLC,Empiric,,London Stock Exchange,False
Encavis AG,Encavis,CAP,Deutsche Börse Xetra,False
ENCE Energia y Celulosa SA,ENCE,ENC,Bolsa de Madrid,False
"Equinix, Inc.",Equinix,EQIX,NASDAQ,False
Eve Sleep Limited,Eve,EVE,London Stock Exchange,True
Evoqua Water Technologies Corp.,Evoqua,AQUA,NYSE,False
"Fidelity National Information Services, Inc.",Fidelity,,NYSE,True
ForFarmers NV,ForFarmers,FFARM,Netherlands,True
Fresnillo PLC,Fresnillo,FRES,London Stock Exchange,True
Frontier Developments plc,Frontier,,London Stock Exchange,False
FS KKR Capital Corporation,FS,,NYSE,False
GFT Technologies SE,GFT,,Deutsche Börse Xetra,False
GlaxoSmithKline plc ADR,"GlaxoSmithKline
GSK",,NYSE,False
Go-Ahead Group PLC,Go-Ahead,,London Stock Exchange,False
Gocompare.Com Group PLC,Gocompare.Com,,London Stock Exchange,False
GoDaddy Inc.,GoDaddy,GDDY,NYSE,False
"GSX Techedu, Inc. Class A",GSX,,NYSE,True
"Guess?, Inc.",Guess?,GES,NYSE,False
"H&R Block, Inc.",H&R,HRB,NYSE,False
Hapag-Lloyd AG,Hapag-Lloyd,,Deutsche Börse Xetra,True
Heineken Holding NV,Heineken,,Netherlands,True
Henkel AG & Co KGaA,Henkel,HEN3,Deutsche Börse Xetra,False
HOCHTIEF AG,HOCHTIEF,HOT,Deutsche Börse Xetra,False
Hunting PLC,Hunting,HTG,London Stock Exchange,False
Hyatt Hotels Corporation,Hyatt,H,NYSE,False
Impax Environmental Markets PLC,Impax,,London Stock Exchange,False
Intercontinental Exchange,Intercontinental,,NYSE,False
Invesco Physical Gold - USD - Accumulating,Invesco,,London Stock Exchange,False
iShares Automation & Robotics USD UCITS ETF USD (Dist),iShares,,London Stock Exchange,True
iShares Core S&P 500 UCITS ETF USD Accumulating,iShares,,London Stock Exchange,True
iShares MSCI World ESG Enhanced GBP UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares S&P Small Cap 600 UCITS ETF USD (Dist),iShares,,Deutsche Börse Xetra,False
Jacobs Engineering Group,Jacobs,,NYSE,False
Jazz Pharmaceuticals PLC,Jazz,,NASDAQ,False
Jungheinrich AG,Jungheinrich,JUN3,Deutsche Börse Xetra,False
Kainos Group PLC,Kainos,KNOS,London Stock Exchange,False
Keurig Dr Pepper Inc.,Keurig,,NYSE,True
Kimberly-Clark,Kimberly-Clark,,NYSE,True
"KKR & Co, Inc.",KKR,KKR,NYSE,False
LANXESS AG,LANXESS,LXS,Deutsche Börse Xetra,False
LEG Immobilien AG,LEG,,Deutsche Börse Xetra,False
Leverage Shares 2x Amazon ETP,2x,2AMZ,London Stock Exchange,False
"Live Nation Entertainment, Inc.",Live,,NYSE,False
Livent Corporation,Livent,LTHM,NYSE,False
LPKF Laser & Electronics AG,LPKF,LPK,Deutsche Börse Xetra,False
Lyxor Commodities Thomson Reuters/Core Commodity CRB TR UCITS ETF,Lyxor,,Deutsche Börse Xetra,False
Markel Corporation,Markel,MKL,NYSE,False
"MarketAxess Holdings, Inc.",MarketAxess,MKTX,NYSE,False
Marsh & McLennan,Marsh,,NYSE,False
MetLife Inc.,MetLife,MET,NYSE,False
Metro AG,Metro,B4B,Deutsche Börse Xetra,True
Motorola Solutions Inc.,Motorola,,NYSE,True
"NantHealth, Inc.",NantHealth,NH,NASDAQ,False
"NetEase, Inc.",NetEase,NTES,NASDAQ,False
"NMI Holdings, Inc.",NMI,NMIH,NASDAQ,False
Noble Energy Inc.,Noble,NBL,NYSE,False
Nordex SE,Nordex,NDX1,Deutsche Börse Xetra,True
"Omega Healthcare Investors, Inc.",Omega,,NYSE,False
"ONEOK, Inc.",ONEOK,OKE,NYSE,True
OneSavings Bank PLC,OneSavings,,London Stock Exchange,False
OSRAM Licht AG,OSRAM,OSR,Deutsche Börse Xetra,False
paragon AG,Paragon,PGN,Deutsche Börse Xetra,False
Petrofac Ltd,Petrofac,PFC,London Stock Exchange,False
Petropavlovsk PLC,Petropavlovsk,POG,London Stock Exchange,False
Pharos Energy PLC,Pharos,PHAR,London Stock Exchange,False
Ping Identity Corporation,Ping,PING,NASDAQ,False
PNE Wind AG,PNE,PNE3,Deutsche Börse Xetra,False
PPL Corp.,PPL,PPL,NYSE,False
PVH Corp.,PVH,PVH,NYSE,False
Rational AG,Rational,RAA,Deutsche Börse Xetra,False
Sabre Corporation,Sabre,SABR,NASDAQ,False
"SeaChange International, Inc.",SeaChange,,NASDAQ,False
Seagate Technology,Seagate,STX,NASDAQ,True
Severfield PLC,Severfield,SFR,London Stock Exchange,False
SLM Solutions Group AG,SLM,AM3D,Deutsche Börse Xetra,False
Snap-On Inc.,Snap-On,SNA,NYSE,False
"Sorrento Therapeutics, Inc.",Sorrento,,NASDAQ,False
"Southwest Gas Holdings, Inc.",Southwest,,NYSE,False
SPDR S&P U.S. Dividend Aristocrats UCITS ETF,SPDR,,London Stock Exchange,True
Stock Spirits Group PLC,Stock,,London Stock Exchange,False
"Stratasys, Ltd.",Stratasys,SSYS,NASDAQ,False
Swatch Group I,Swatch,UHR,SIX Swiss,False
Swiss Re AG,Swiss,SREN,SIX Swiss,False
Syncona Ltd,Syncona,SYNC,London Stock Exchange,False
The Hershey Company,The,,NYSE,False
"Thor Industries, Inc.",Thor,,NYSE,False
Tom Tailor Holding AG,Tom,,Deutsche Börse Xetra,False
"Top Ships, Inc.",Top,TOPS,NASDAQ,False
TT Electronics plc,TT,TTG,London Stock Exchange,False
"Ubiquiti, Inc.",Ubiquiti,UI,NYSE,False
United Internet AG,United,,Deutsche Börse Xetra,False
Unum Group,Unum,UNM,NYSE,False
Vanguard FTSE All-World UCITS ETF (USD) Accumulating,Vanguard,,London Stock Exchange,True
Vanguard Global Value Factor UCITS USD,Vanguard,,London Stock Exchange,True
Veeva Systems Inc. - Class A,Veeva,,NYSE,False
Vipshop Holdings Ltd.,Vipshop,,NYSE,False
VISTRY GROUP PLC,Vistry,VTY,London Stock Exchange,False
"Vivint Solar, Inc.",Vivint,VSLR,NYSE,True
"VMware, Inc.",VMware,VMW,NYSE,True
Wheaton Precious Metals Corp.,Wheaton,,NYSE,False
Wipro Limited,Wipro,WIT,NYSE,False
WisdomTree NASDAQ 100 3x Daily Short,WisdomTree,,London Stock Exchange,False
WisdomTree Physical Platinum ETC,WisdomTree,,Deutsche Börse Xetra,True
WisdomTree Physical Swiss Gold UCITS,WisdomTree,,London Stock Exchange,False
Workspace Group PLC,Workspace,,London Stock Exchange,False
Xilinx Inc.,Xilinx,XLNX,NASDAQ,False
Xtrackers ESG MSCI Emerging Markets UCITS ETF 1C,Xtrackers,,London Stock Exchange,False
"ZIOPHARM Oncology, Inc.",ZIOPHARM,,NASDAQ,False
"2U, Inc.",2U,TWOU,NASDAQ,False
A.G. Barr PLC,A.G.,BAG,London Stock Exchange,False
ADO Properties SA,ADO,,Deutsche Börse Xetra,False
"AgeX Therapeutics, Inc.",AgeX,,NYSE,False
Agnico Eagle Mines Limited,Agnico,,NYSE,True
Air Lease Corporation,Air,AL,NYSE,False
Akamai Technologies Inc.,Akamai,,NASDAQ,True
Align Technology Inc,Align,,NASDAQ,False
"Allied Healthcare Products, Inc.",Allied,,NASDAQ,False
"Allscripts Healthcare Solutions, Inc.",Allscripts,MDRX,NASDAQ,False
"AMC Entertainment Holdings, Inc.",AMC,,NYSE,False
AmerisourceBergen Corp.,AmerisourceBergen,,NYSE,False
"ANSYS, Inc.",ANSYS,ANSS,NASDAQ,True
Archer-Daniels-Midland Co.,Archer-Daniels-Midland,,NYSE,True
AudioCodes Ltd.,AudioCodes,AUDC,NASDAQ,False
AVEVA Group PLC,AVEVA,AVV,London Stock Exchange,False
Baker Hughes Company,Baker,BKR,NYSE,False
Baxter International Inc.,Baxter,,NYSE,False
BayWa AG,BayWa,BYW6,Deutsche Börse Xetra,False
bet-at-home.com AG,bet,,Deutsche Börse Xetra,False
Beter Bed Holding NV,Beter,,Netherlands,True
"BioLife Solutions, Inc.",BioLife,,NASDAQ,False
Bioventix PLC,Bioventix,BVXP,London Stock Exchange,False
BlackRock Income and Growth Investment Trust PLC,BlackRock,,London Stock Exchange,False
Blink Charging Co.,Blink,BLNK,NASDAQ,False
Bodycote PLC,Bodycote,BOY,London Stock Exchange,False
"Box, Inc.","Box,",BOX,NYSE,False
BP PLC 9% PRF,BP,BP.B,London Stock Exchange,False
Breedon Group plc,Breedon,BREE,London Stock Exchange,False
"BridgeBio Pharma, Inc.",BridgeBio,,NASDAQ,False
Brookfield Infrastructure Partners L.P.,Brookfield,,NYSE,True
Builders FirstSource Inc,Builders,,NASDAQ,False
Cabot Microelectronics Corporation,Cabot,,NASDAQ,False
"Cadence Design Systems, Inc.",Cadence,,NASDAQ,False
Cairn Homes PLC,Cairn,CRN ,London Stock Exchange,False
"Camping World Holdings, Inc.",Camping,,NYSE,False
Canadian Natural Resources Ltd.,Canadian,,NYSE,False
Canadian Solar Inc,Canadian,,NASDAQ,False
Capitala Finance Corp,Capitala,,NASDAQ,False
Carrier Global Corporation,Carrier,CARR,NYSE,False
Central Asia Metals plc,Central,,London Stock Exchange,False
CENTROTEC Sustainable AG,CENTROTEC,,Deutsche Börse Xetra,False
Cigna Corporation,Cigna,CI,NYSE,True
"Cinemark Holdings, Inc",Cinemark,,NYSE,False
Clarkson PLC,Clarkson,CKN,London Stock Exchange,False
CLS Holdings PLC,CLS,CLI,London Stock Exchange,False
CMC Markets PLC,CMC,CMCX,London Stock Exchange,False
Cognizant Technology Sol.,Cognizant,,NASDAQ,False
Core Laboratories NV,Core,,Netherlands,True
CRH PLC,CRH,CRH,London Stock Exchange,False
Cyberark Software Ltd.,Cyberark,,NASDAQ,False
db Physical Gold Euro Hedged ETC,db,,Deutsche Börse Xetra,False
Deka DAXplus Maximum Dividend UCITS ETF,Deka,,Deutsche Börse Xetra,False
Delphi Technologies plc,Delphi,,NYSE,False
Deutsche Beteiligungs AG,Deutsche,,Deutsche Börse Xetra,False
Dialog Semiconductor PLC,Dialog,,Deutsche Börse Xetra,False
Diploma PLC,Diploma,DPLM,London Stock Exchange,True
Dotdigital Group plc,Dotdigital,,London Stock Exchange,False
DRDGOLD Limited,DRDGOLD,DRD,NYSE,False
Dufry AG,Dufry,DUFN,SIX Swiss,False
"Ebix, Inc.",Ebix,EBIX,NASDAQ,False
Edison Int'l,Edison,EIX,NYSE,False
Elementis PLC,Elementis,ELM,London Stock Exchange,False
"EMCOR Group, Inc.",EMCOR,,NYSE,False
Essentra PLC,Essentra,ESNT,London Stock Exchange,False
Eurocommercial Properties NV,Eurocommercial,,Netherlands,True
Exelon Corp.,Exelon,EXC,NYSE,False
Ferrexpo PLC,Ferrexpo,FXPO,London Stock Exchange,False
Fevertree Drinks plc,Fevertree,FEVR,London Stock Exchange,False
"FireEye, Inc.",FireEye,FEYE,NASDAQ,False
"Fluidra, S.A.",Fluidra,FDR,Bolsa de Madrid,False
Fluor Corp.,Fluor,FLR,NYSE,False
Franco-Nevada Corporation,Franco-Nevada,,NYSE,False
Freenet AG,Freenet,FNTN,Deutsche Börse Xetra,False
Galapagos NV,Galapagos,GLPG,Netherlands,True
Georgia Healthcare Group PLC,Georgia,,London Stock Exchange,False
Gerresheimer AG,Gerresheimer,GXI,Deutsche Börse Xetra,False
Givaudan SA,Givaudan,GIVN,SIX Swiss,False
Gladstone Commercial Corp.,Gladstone,,NASDAQ,False
"Global Water Resources, Inc.",Global,,NASDAQ,False
GrandVision NV,GrandVision,GVNV,Netherlands,True
Great Ajax Corporation,Great,,NYSE,False
Great Portland Estates PLC,Great,,London Stock Exchange,False
Greencoat Renewables plc,Greencoat,,London Stock Exchange,False
GreenSky LLC,GreenSky,GSKY,NASDAQ,False
Hannover Rueck SE,Hannover,,Deutsche Börse Xetra,False
Hastings Group Holdings PLC,Hastings,,London Stock Exchange,False
Hays PLC,Hays,HAS,London Stock Exchange,True
Hella KGaA Hueck & Co,Hella,HLE,Deutsche Börse Xetra,True
Hiscox Ltd,Hiscox,HSX,London Stock Exchange,False
Hornbach Holding AG & Co KGaA,Hornbach,,Deutsche Börse Xetra,False
Howmet Aerospace Inc,Howmet,,NYSE,False
"HubSpot, Inc.",HubSpot,HUBS,NYSE,False
IG Group Holdings PLC,IG,,London Stock Exchange,False
International Paper Co.,International,,NYSE,False
Intertrust NV,Intertrust,INTER,Netherlands,True
Invesco Bloomberg Commodity UCITS ETF,Invesco,,London Stock Exchange,False
Invesco S&P 500 UCITS ETF Acc,Invesco,,London Stock Exchange,False
Iron Mountain Inc.,Iron,IRM,NYSE,True
iShares Core MSCI EM IMI EUR UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares Core MSCI EM IMI UCITS ETF USD Accumulating,iShares,,London Stock Exchange,True
iShares Core UK Gilts UCITS ETF,iShares,,London Stock Exchange,False
iShares Global Government Bond UCITS ETF,iShares,,London Stock Exchange,False
iShares MSCI World Islamic UCITS ETF GBX (Dist),iShares,,London Stock Exchange,False
iShares STOXX Europe 600 Banks UCITS ETF (DE),iShares,,Deutsche Börse Xetra,False
iShares STOXX Europe Select Dividend 30 UCITS ETF,iShares,,Deutsche Börse Xetra,False
IWG PLC,IWG,IWG,London Stock Exchange,False
Ixico plc,Ixico,IXI,London Stock Exchange,False
Jabil Inc.,Jabil,JBL,NYSE,False
Jenoptik AG,Jenoptik,JEN,Deutsche Börse Xetra,False
Johnson Controls International PLC,Johnson,,NYSE,False
Jumia Technologies AG,Jumia,,NYSE,True
KAZ Minerals PLC,KAZ,KAZ,London Stock Exchange,False
Keywords Studios PLC,Keywords,,London Stock Exchange,False
KION Group AG,KION,KGX,Deutsche Börse Xetra,False
KLA Corporation,KLA,KLAC,NASDAQ,False
Koenig & Bauer AG,Koenig,,Deutsche Börse Xetra,False
Koninklijke DSM NV,Koninklijke,,Netherlands,True
Kuehne + Nagel International AG,Kuehne,,SIX Swiss,False
KWS Saat SE,KWS,KWS,Deutsche Börse Xetra,False
Las Vegas Sands Corp,Las,,NYSE,False
Leverage Shares 2x Alphabet ETP,2x,2GOO,London Stock Exchange,False
Leverage Shares 2x Goldman Sachs ETP,2x,,London Stock Exchange,False
Leverage Shares 2x Goldman Sachs ETP,2x,,London Stock Exchange,False
"Liberty TripAdvisor Holdings, Inc. - Class B",Liberty,,NASDAQ,False
LondonMetric Property PLC,LondonMetric,,London Stock Exchange,False
MAN SE,MAN,MAN,Deutsche Börse Xetra,False
Maxar Technologies Inc,Maxar,,NYSE,True
"Medical Properties Trust, Inc.",Medical,,NYSE,True
Medigene AG,Medigene,MDG1,Deutsche Börse Xetra,False
"Momenta Pharmaceuticals, Inc.",Momenta,,NASDAQ,False
"Monarch Casino & Resort, Inc.",Monarch,,NASDAQ,False
Mondi PLC,Mondi,MNDI,London Stock Exchange,False
"MongoDB, Inc.",MongoDB,MDB,NASDAQ,True
Mynaric AG,Mynaric,M0Y,Deutsche Börse Xetra,False
"NantKwest, Inc.",NantKwest,NK,NASDAQ,False
National Beverage Corp.,National,,NASDAQ,False
NewLink Genetics Corp.,NewLink,,NASDAQ,False
NextEra Energy Partners LP,NextEra,,NYSE,True
Norfolk Southern Corp.,Norfolk,,NYSE,False
"NovaGold Resources, Inc.",NovaGold,,NYSE,False
"Now, Inc.",Now,DNOW,NYSE,False
"NuVasive, Inc.",NuVasive,NUVA,NASDAQ,False
"Oasis Midstream Partners, LP",Oasis,,NASDAQ,False
Old Republic International Corporation,Old,,NYSE,False
"OneConnect Financial Technology, Co.",OneConnect,,NYSE,False
"Pagerduty, Inc",Pagerduty,PD,NYSE,False
Peabody Energy Corp,Peabody,,NYSE,False
PIMCO Euro Short Maturity Source UCITS ETF,PIMCO,,Deutsche Börse Xetra,False
Playa Hotels & Resorts NV,Playa,,NASDAQ,False
"Polaris Industries, Inc.",Polaris,,NYSE,False
Porvair PLC,Porvair,PRV,London Stock Exchange,False
PPG Industries,PPG,PPG,NYSE,True
"Precision BioSciences, Inc.",Precision,,NASDAQ,False
Progressive Corp.,Progressive,PGR,NYSE,False
"Progyny, Inc.",Progyny,PGNY,NASDAQ,False
Prospect Capital Corporation,Prospect,,NYSE,True
Prudential Financial,Prudential,,NYSE,True
PSI AG Gesellschaft Fuer Produkte und Systeme der Informationstechnologie,PSI,PSAN,Deutsche Börse Xetra,False
Quantum Corporation,Quantum,QMCO,NYSE,False
Reach plc,Reach,RCH,London Stock Exchange,False
"RealNetworks, Inc.",RealNetworks,RNWK,NASDAQ,False
Redde Northgate PLC,Redde,,London Stock Exchange,False
Redhill Biopharma Ltd.,Redhill,,NASDAQ,False
RELX PLC,RELX,REL,London Stock Exchange,True
RIB Software AG,RIB,RIB,Deutsche Börse Xetra,False
Rocket Internet SE,Rocket,,Deutsche Börse Xetra,False
Rockwell Automation Inc.,Rockwell,,NYSE,False
"Sally Beauty Holdings, Inc.",Sally,,NYSE,False
Salzgitter AG,Salzgitter,SZG,Deutsche Börse Xetra,False
"Schrodinger, LLC",Schrodinger,SDGR,NASDAQ,False
Scout24 AG,Scout24,G24,Deutsche Börse Xetra,False
Secure Trust Bank plc,Secure,,London Stock Exchange,False
Silence Therapeutics PLC,Silence,,London Stock Exchange,False
"SINTX Technologies, Inc.",SINTX,,NASDAQ,False
Sixt Leasing SE,Sixt,LNSX,Deutsche Börse Xetra,False
Softing AG,Softing,SYT,Deutsche Börse Xetra,False
Software AG,Software,SOW,Deutsche Börse Xetra,False
Solar Senior Capital Ltd,Solar,,NASDAQ,False
Southern Copper Corporation,Southern,,NYSE,False
SPDR MSCI World EUR UCITS ETF USD Accumulating,SPDR,,Deutsche Börse Xetra,True
Spirax-Sarco Engineering PLC,Spirax-Sarco,,London Stock Exchange,True
