name,short_name,symbol,exchange,fractional
Wereldhave NV,Wereldhave,WHA,Netherlands,True
XP Power Ltd,XP,XPP,London Stock Exchange,False
Xtrackers MSCI World Information Technology UCITS ETF 1C,Xtrackers,,Deutsche Börse Xetra,True
Xtrackers Physical Gold ETC (EUR),Xtrackers,,Deutsche Börse Xetra,False
Xtrackers Physical Silver Euro Hedged ETC,Xtrackers,,Deutsche Börse Xetra,False
Xtrackers S&P 500 UCITS ETF 1C - EUR Hedged,Xtrackers,,Deutsche Börse Xetra,False
Zebra Technologies Corporation,Zebra,,NASDAQ,False
"Zendesk, Inc.",Zendesk,ZEN,NYSE,True
"Zillow Group, Inc. Class C",Zillow,Z,NASDAQ,True
"Zimmer Biomet Holdings, Inc.",Zimmer,,NYSE,False
ZTO Express (Cayman) Inc. ADR,ZTO,ZTO,NYSE,False
4imprint Group PLC,4imprint,,London Stock Exchange,False
"9F, Inc.","9F,",JFU,NASDAQ,False
Aalberts Industries NV,Aalberts,,Netherlands,True
AC Immune SA,AC,ACIU,NASDAQ,False
"Accelerate Diagnostics, Inc.",Accelerate,,NASDAQ,False
"Acceleron Pharma, Inc.",Acceleron,,NASDAQ,False
Acorda Therapeutics Inc,Acorda,,NASDAQ,False
Adient plc,Adient,ADNT,NYSE,False
"Advanced Emissions Solutions, Inc.",Advanced,,NASDAQ,False
Aerie Pharmace,Aerie,,NASDAQ,False
"AeroVironment, Inc.","AeroVironment
AVAV",,NASDAQ,False
AFH Financial Group plc,AFH,,London Stock Exchange,False
Agilent Technologies Inc.,Agilent,,NYSE,False
AGM Group Holdings Inc Class A,AGM,,NASDAQ,False
"Airgain, Inc.",Airgain,AIRG,NASDAQ,False
AIXTRON SE,AIXTRON,AIXA,Deutsche Börse Xetra,False
"Akebia Therapeutics, Inc.",Akebia,,NASDAQ,False
"Alarm.com Holdings, Inc.",Alarm.com,,NASDAQ,False
Alcoa Inc.,Alcoa,AA,NYSE,False
Alcon AG,Alcon,ALC,SIX Swiss,False
"Allete, Inc.",Allete,ALE,NYSE,False
Allianz Technology Trust PLC,Allianz,,London Stock Exchange,False
Allied Minds PLC,Allied,ALM,London Stock Exchange,False
Alpha and Omega Semiconductor Ltd,Alpha,,NASDAQ,False
Alpha FX Group plc,Alpha,,London Stock Exchange,False
Amadeus Fire AG,Amadeus,AAD,Deutsche Börse Xetra,False
"Ameresco, Inc.","Ameresco,",AMRC,NYSE,False
American Electric Power,American,,NYSE,False
American Financial TRS Inc Class A,American,,NASDAQ,False
American States Water Company,American,,NYSE,False
Ametek,Ametek,AME,NYSE,False
AMN Healthcare Services Inc,AMN,,NYSE,False
Amsterdam Commodities NV,Amsterdam,,Netherlands,True
Amundi INDEX MSCI Emerging Markets SRI - UCITS ETF DR (A),Amundi,,Deutsche Börse Xetra,False
Amundi Index MSCI Emerging Markets SRI - UCITS ETF DR (A),Amundi,,London Stock Exchange,False
Amundi Index MSCI Emerging Markets SRI - UCITS ETF DR (D),Amundi,,London Stock Exchange,False
"Anaplan, Inc.",Anaplan,PLAN,NYSE,False
"AngioDynamics, Inc.","AngioDynamics
ANGO",,NASDAQ,False
"Anixter International, Inc.",Anixter,,NYSE,False
"Antares Pharmaceutical, Inc.",Antares,,NASDAQ,False
Aon plc,Aon,AON,NYSE,False
"Apollo Global Management, Inc.",Apollo,,NYSE,False
"Applied Optoelectronics, Inc.",Applied,,NASDAQ,False
"Applied Therapeutics, Inc.",Applied,,NASDAQ,False
Aptiv PLC,Aptiv,APTV,NYSE,False
"ARC Document Solutions, Inc.",ARC,,NYSE,False
Ares Capital Corporation,Ares,ARCC,NASDAQ,False
Arthur J. Gallagher & Co.,Arthur,,NYSE,False
"Ashford Hospitality Trust, Inc.",Ashford,,NYSE,False
Ashmore Group PLC,Ashmore,,London Stock Exchange,False
Assurant Inc.,Assurant,AIZ,NYSE,False
"Atara Biotherapeutics, Inc.",Atara,,NASDAQ,False
"Athenex, Inc.",Athenex,ATNX,NASDAQ,False
"AudioEye, Inc.",AudioEye,AEYE,NASDAQ,False
AVI Global Trust PLC,AVI,,London Stock Exchange,False
"Aviat Networks, Inc.",Aviat,,NASDAQ,False
"Avid Technology, Inc.",Avid,,NASDAQ,False
Avista Corporation,Avista,,NYSE,False
AZEK Co. Inc,AZEK,AZEK,NYSE,False
"B&G Foods, Inc.",B&G,BGS,NYSE,False
Baillie Gifford Shin Nippon PLC,Baillie,BGS,London Stock Exchange,False
Banco Santander Mexico SA Institucion de Banca Multiple Grupo,Banco,,NYSE,False
Bank of Hawaii Corporation,Bank,BOH,NYSE,False
Bank Ozk,Bank,OZK,NASDAQ,False
"Barrett Business Services, Inc.",Barrett,,NASDAQ,False
"Baudax Bio, Inc.",Baudax,BXRX,NASDAQ,False
"Bausch Health Companies, Inc.",Bausch,,NYSE,True
BE Semiconductor Industries NV,BE,,Netherlands,True
"Beacon Roofing Supply, Inc.",Beacon,,NASDAQ,False
Beazley PLC,Beazley,BEZ,London Stock Exchange,False
BeiGene Ltd. ADR,"BeiGene,",BGNE,NASDAQ,False
"Beyondspring, Inc.",Beyondspring,BYSI,NASDAQ,False
BG Staffing Inc,BG,BGSF,NYSE,False
BH Global Ltd/The Fund,BH,BHGG,London Stock Exchange,False
BHP Group Ltd. ADR,BHP,BHP,NYSE,False
BHP Group PLC ADR,BHP,BBL,NYSE,False
BinckBank NV,BinckBank,BINCK,Netherlands,False
Bio-Techne Corp.,Bio-Techne,TECH,NASDAQ,False
"Bioanalytical Systems, Inc.",Bioanalytical,,NASDAQ,False
"BioDelivery Sciences International, Inc.",BioDelivery,,NASDAQ,False
"BioTelemetry, Inc.",BioTelemetry,BEAT,NASDAQ,False
"BioXcel Therapeutics, Inc.",BioXcel,,NASDAQ,False
Bloomsbury Publishing PLC,Bloomsbury,,London Stock Exchange,False
Bluebird bio Inc,Bluebird,BLUE,NASDAQ,False
BMO Commercial Property Trust Ltd,BMO,,London Stock Exchange,False
Boingo Wireless Inc,Boingo,,NASDAQ,False
"Boot Barn Holdings, Inc.",Boot,,NYSE,False
Booz Allen Hamilton Holding Corporation,Booz,,NYSE,False
Boyd Gaming Corporation,Boyd,BYD,NYSE,False
Brightcove Inc.,Brightcove,BCOV,NASDAQ,False
Brunel International NV,Brunel,,Netherlands,True
Burford Capital Ltd.,Burford,,London Stock Exchange,False
C. H. Robinson Worldwide,C.,CHRW,NASDAQ,False
"Cabaletta Bio, Inc.",Cabaletta,CABA,NASDAQ,False
"CACI International, Inc.",CACI,,NYSE,False
Caesars Entertainment Corporation,Caesars,,NASDAQ,False
Cairn Energy PLC,Cairn,CNE,London Stock Exchange,False
Canadian Pacific Railway Limited,Canadian,,NYSE,False
Capgemini SE,Capgemini,CAP,Euronext Paris,True
"Cardiff Oncology , Inc.",Cardiff,,NASDAQ,False
"CareTrust REIT, Inc.",CareTrust,,NASDAQ,False
"CarGurus, Inc.",CarGurus,CARG,NASDAQ,True
"Castle Biosciences, Inc.",Castle,,NASDAQ,False
Catasys Inc,Catasys,CATS,NASDAQ,False
Cato Corporation,Cato,CATO,NYSE,False
CC Japan Income and Growth Trust PLC,CC,,London Stock Exchange,False
Celanese Corporation,Celanese,CE,NYSE,False
Centene Corporation,Centene,CNC,NYSE,False
Centogene B V,Centogene,CNTG,NASDAQ,False
Centrais Electricas Brasileiras SA ADR,Centrais,,NYSE,False
Ceragon Networks Ltd,Ceragon,,NASDAQ,False
Cerner,Cerner,CERN,NASDAQ,False
"Change Healthcare, Inc.",Change,,NASDAQ,False
ChannelAdvisor Corporation,ChannelAdvisor,,NYSE,False
Cheniere Energy Partners LP.,Cheniere,,NYSE,False
Chimera Investment Corporation,Chimera,,NYSE,False
China mobile limited ADR,China,,NYSE,False
ChipMOS Technologies Inc - ADR,ChipMOS,,NASDAQ,False
"Church & Dwight Co., Inc.",Church,,NYSE,False
"Chuy's Holdings, Inc.",Chuy's,,NASDAQ,False
"City Office REIT, Inc.",City,,NYSE,False
Clariant AG,Clariant,CLN,SIX Swiss,False
Cleveland-Cliffs Inc.,"Cleveland-Cliffs
CLF",,NYSE,False
"Coherus Biosciences, Inc.",Coherus,,NASDAQ,False
"Cohu, Inc.",Cohu,COHU,NASDAQ,False
Colfax Corporation,Colfax,,NYSE,False
Collier Creek Holdings,Collier,,NYSE,False
"CommScope Holding Company, Inc.",CommScope,COMM,NASDAQ,False
Compugen Ltd.,Compugen,CGEN,NASDAQ,False
Concho Resources Inc.,Concho,,NYSE,False
Consolidated Edison,Consolidated,,NYSE,True
Consolidated Water Company Ltd.,Consolidated,,NASDAQ,False
Consort Medical PLC,Consort,,London Stock Exchange,False
"Constellation Pharmaceuticals, Inc.",Constellation,,NASDAQ,False
"Continental Resources, Inc.",Continental,,NYSE,False
Corcept Therapeutics Inc.,Corcept,,NASDAQ,False
CorVel Corporation,CorVel,,NASDAQ,False
Cosan Ltd,Cosan,CZZ,NYSE,False
Covanta Holding Corporation,Covanta,,NYSE,False
"Cowen, Inc.",Cowen,COWN,NASDAQ,False
Crest Nicholson Holdings plc,Crest,,London Stock Exchange,False
Criteo Sa - ADR,Criteo,CRTO,NASDAQ,False
"Crocs, Inc.",Crocs,CROX,NASDAQ,False
"CSG Systems International, Inc.",CSG,,NASDAQ,False
Cubic Corporation,Cubic,CUB,NYSE,False
"Cue Biopharma, Inc.",Cue,,NASDAQ,False
Curtiss-Wright Corporation,Curtiss-Wright,,NYSE,False
"Cymabay Therapeutics, Inc.",Cymabay,,NASDAQ,False
"CyrusOne, Inc.",CyrusOne,CONE,NASDAQ,True
"Cytokinetics, Inc.",Cytokinetics,CYTK,NASDAQ,False
D. R. Horton,D.,DHI,NYSE,False
Daily Mail & General Trust PLC,Daily,,London Stock Exchange,False
Darling Ingredients Inc,Darling,,NYSE,False
Dassault Systemes SE,Dassault,,Euronext Paris,True
DaVita Inc.,DaVita,DVA,NYSE,False
db Xtrackers II Sterling Cash ETF,db,,London Stock Exchange,False
db Xtrackers MSCI Russia Capped ETF,db,,London Stock Exchange,False
"Deciphera Pharmaceuticals, Inc.",Deciphera,,NASDAQ,False
"DermTech, Inc.",DermTech,DMTK,NASDAQ,False
Devro PLC,Devro,DVO,London Stock Exchange,False
Diageo plc ADR,Diageo,DEO,NYSE,False
"Dick's Sporting Goods, Inc.",Dick's,,NYSE,False
"Diffusion Pharmaceuticals, Inc.",Diffusion,,NASDAQ,False
Digital Realty Trust Inc.,Digital,,NYSE,False
Dignity PLC,Dignity,DTY,London Stock Exchange,False
Directa Plus plc,Directa,DCTA,London Stock Exchange,False
Diverse Income Trust PLC/ The,Diverse,,London Stock Exchange,False
Draper Esprit plc,Draper,GROW,London Stock Exchange,False
Drillisch AG,Drillisch,DRI,Deutsche Börse Xetra,False
E. W. Scripps Co Class A,E.,,NASDAQ,False
Eastman Chemical,Eastman,,NYSE,True
Eaton Corporation,Eaton,ETN,NYSE,False
eGain Corporation,eGain,EGAN,NASDAQ,False
"eHealth, Inc.","eHealth,",EHTH,NASDAQ,False
EKF Diagnostics Holdings plc,EKF,,London Stock Exchange,False
Electrocomponents PLC,Electrocomponents,,London Stock Exchange,True
"Emerald Holding, Inc.",Emerald,,NYSE,False
"Enanta Pharmaceuticals, Inc.",Enanta,,NASDAQ,False
Enel Americas S.A.,Enel,ENIA,NYSE,False
Enel Chile S.A.,Enel,ENIC,NYSE,False
EnLink Midstream LLC,EnLink,,NYSE,False
"Epizyme, Inc.",Epizyme,EPZM,NASDAQ,False
Equity Residential,Equity,,NYSE,False
Erie Insurance Group,Erie,ERIE,NASDAQ,False
Essex Property Trust Inc,Essex,,NYSE,False
EURO STOXX Opt Banks,EURO,,Deutsche Börse Xetra,False
"Everbridge, Inc.",Everbridge,EVBG,NASDAQ,False
Eversource Energy,Eversource,,NYSE,False
"Everspin Technologies, Inc.",Everspin,,NASDAQ,False
Expeditors Int'l,Expeditors,EXPD,NASDAQ,False
"Extra Space Storage, Inc.",Extra,,NYSE,False
Fidelity Asian Values PLC,Fidelity,,London Stock Exchange,False
Fidelity Special Values PLC,Fidelity,,London Stock Exchange,False
Fielmann AG,Fielmann,FIE,Deutsche Börse Xetra,False
Fifth Third Bancorp,Fifth,,NASDAQ,False
"First Citizens BancShares, Inc.",First,,NASDAQ,False
First Derivatives plc,First,,London Stock Exchange,False
"FirstCash, Inc.",FirstCash,FCFS,NASDAQ,False
"Fiserv ,Inc",Fiserv,FISV,NASDAQ,True
Flying Eagle Acquisition Corp.,Flying,,NYSE,False
FMC Corporation,FMC,FMC,NYSE,False
"Forescout Technologies, Inc.",Forescout,,NASDAQ,False
"FormFactor, Inc.",FormFactor,FORM,NASDAQ,False
Fox Factory Holding Corporation,Fox,,NASDAQ,False
"Franchise Group, Inc.",Franchise,,NASDAQ,False
Franklin Resources,Franklin,,NYSE,False
"Freshpet, Inc.",Freshpet,FRPT,NASDAQ,False
"Frontdoor, Inc.",Frontdoor,FTDR,NASDAQ,False
FUCHS PETROLUB SE,FUCHS,,Deutsche Börse Xetra,False
FUCHS PETROLUB SE Preference Shares,FUCHS,,Deutsche Börse Xetra,False
"Funko, Inc.",Funko,FNKO,NASDAQ,False
"Garrett Motion, Inc.",Garret,GTX,NYSE,False
GasLog Ltd,GasLog,GLOG,NYSE,False
GasLog Partners LP,GasLog,,NYSE,False
GCP Infrastructure Investments Ltd,GCP,,London Stock Exchange,False
Geberit AG,Geberit,GEBN,SIX Swiss,False
General Finance Corporation,General,,NASDAQ,False
Generation Bio Co.,Generation,,NASDAQ,False
Genworth Financial Inc.,Genworth,,NYSE,False
Gesco AG,Gesco,GSC1,Deutsche Börse Xetra,False
Gilat Satelite Networks Ltd.,Gilat,,NASDAQ,False
Gladstone Land Corp.,Gladstone,,NASDAQ,True
"Global Blood Therapeutics, Inc.",Global,,NASDAQ,False
Global Net Lease Inc,Global,,NYSE,False
"Gogo, Inc.",Gogo,GOGO,NASDAQ,False
Goodwin PLC,Goodwin,GDWN,London Stock Exchange,False
"Goosehead Insurance, Inc.",Goosehead,,NASDAQ,False
Grainger PLC,Grainger,GRI,London Stock Exchange,False
Gravity Co Ltd - ADR,Gravity,GRVY,NASDAQ,False
Grocery Outlet Holding Corporation,Grocery,,NASDAQ,False
GrowGeneration Corp.,GrowGeneration,,NASDAQ,False
"GSI Technology, Inc.",GSI,,NASDAQ,False
"Halozyme Therapeutics, Inc.",Halozyme,,NASDAQ,False
Hamburger Hafen und Logistik AG,HHFA,HHFA,Deutsche Börse Xetra,False
HarbourVest Global Private Equity Ltd.,HarbourVest,,London Stock Exchange,False
HDFC Bank Ltd.,HDFC,HDB,NYSE,False
"HealthEquity, Inc.",HealthEquity,HQY,NASDAQ,False
Heijmans NV,Heijmans,HEIJM,Netherlands,True
"Henderson Far East Income, Ltd.",Henderson,,London Stock Exchange,False
Henry Schein Inc.,Henry,HSIC,NASDAQ,False
"Heritage-Crystal Clean, Inc.",Heritage-Crystal,,NASDAQ,False
Hess Corporation,Hess,HES,NYSE,False
HICL Infrastructure Company Ltd,HICL,,London Stock Exchange,False
Hill & Smith Holdings PLC,Hill,,London Stock Exchange,False
HMS Holdings Corporation,HMS,HMSY,NASDAQ,False
"Hologic, Inc.",Hologic,HOLX,NASDAQ,False
Horizon Discovery Group PLC,Horizon,,London Stock Exchange,False
Horizon Technology Finance Corp,Horizon,,NASDAQ,False
Horizon Therapeutics PLC,Horizon,,NASDAQ,False
Host Hotels & Resorts,Host,,NYSE,False
HSBC MSCI Turkey UCITS ETF,HSBC,,London Stock Exchange,False
"Huaneng Power International, Inc.",Huaneng,,NYSE,False
Hudson Ltd.,Hudson,HUD,NYSE,False
Hypoport AG,Hypoport,HYQ,Deutsche Börse Xetra,False
"ICU Medical, Inc.",ICU,ICUI,NASDAQ,False
Illinois Tool Works,Illinois,,NYSE,True
Incyte Corporation,Incyte,INCY,NASDAQ,False
Indus Holding AG,Indus,INH,Deutsche Börse Xetra,False
"Innoviva, Inc.",Innoviva,INVA,NASDAQ,False
"Inspired Entertainment, Inc.",Inspired,,NASDAQ,False
Insulet Corporation,Insulet,PODD,NASDAQ,False
IntegraFin Holdings PLC,IntegraFin,,London Stock Exchange,False
"Intercept Pharmaceuticals, Inc.",Intercept,,NASDAQ,False
Interpublic Group,Interpublic,,NYSE,False
Invesco Ltd.,Invesco,IVZ,NYSE,False
Invesco MSCI World UCITS ETF,Invesco,,London Stock Exchange,False
Invesco US Treasury Bond 7-10 Year UCITS ETF USD Dist,Invesco,,London Stock Exchange,False
"Invitation Homes, Inc.",Invitation,,NYSE,False
"Iridium Communications, Inc.",Iridium,,NASDAQ,False
iShares $ Corp Bond UCITS ETF USD Dist,iShares,,London Stock Exchange,False
iShares $ Floating Rate Bond UCITS ETFs USD (Acc),iShares,,London Stock Exchange,False
iShares $ TIPS UCITS ETF USD (Acc),iShares,IUST,Deutsche Börse Xetra,False
iShares AEX ETF EUR Dist,iShares,,London Stock Exchange,False
iShares Asia Property Yield UCITS ETF GBX,iShares,,London Stock Exchange,False
iShares Core EUR Govt Bond ETF EUR Dist,iSh,,London Stock Exchange,False
iShares Core EURO STOXX 50 EUR UCITS ETF EUR (Dist),iShares,,Deutsche Börse Xetra,False
iShares Core MSCI Europe UCITS GBX ETF EUR (Acc),iShares,,London Stock Exchange,False
iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares Core MSCI World UCITS ETF USD (Acc) GBP,iShares,,London Stock Exchange,True
iShares Corp Bond 0-5yr ETF GBP Dist,iSh,,London Stock Exchange,False
iShares Edge MSCI World Momentum Factor GBX UCITS ETF,iShares,,London Stock Exchange,False
iShares EUR Govt Bond 15-30yr ETF EUR Dist,iShEUR,,London Stock Exchange,False
iShares EURO STOXX UCITS ETF (DE) Distributing,iShares,,Deutsche Börse Xetra,False
iShares Fallen Angels High Yield Corp Bond UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares FTSE 250 UCITS ETF GBP Distributing,iShares,,London Stock Exchange,True
iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist),iShares,,Deutsche Börse Xetra,False
iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares Global Corp Bond UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares High Yield Corp Bond UCITS ETF EUR(Dist),iShares,,London Stock Exchange,False
iShares MSCI China A UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI China A UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI EM Islamic UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI EM SRI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI EM SRI UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI EM SRI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI Europe SRI UCITS ETF EUR (Acc),iShares,,London Stock Exchange,False
iShares MSCI Europe SRI UCITS ETF EUR (Dist),iShares,,Deutsche Börse Xetra,False
iShares MSCI Japan SRI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI USA Islamic UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI USA Islamic UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI USA SRI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI World ESG Enhanced GBP UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI World ESG Screened EUR UCITS ETF USD (Dist),iShares,,Deutsche Börse Xetra,False
iShares MSCI World Small Cap UCITS ETF,iShares,,Deutsche Börse Xetra,False
iShares MSCI World SRI EUR UCITS ETF EUR (Acc),iShares,,London Stock Exchange,False
iShares MSCI World UCITS ETF (USD) Distributing,iShares,,London Stock Exchange,False
iShares STOXX Europe 600 Basic Resourse UCITS ETF (DE),iShare,,Deutsche Börse Xetra,False
iShares TA-35 Israel UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
Isra Vision AG,Isra,ISR,Deutsche Börse Xetra,False
J.M. Smucker Co.,J.M.,SJM,NYSE,False
"Jefferies Financial Group, Inc",Jefferies,,NYSE,False
John Laing Group PLC,John,,London Stock Exchange,False
Kansas City Southern,Kansas,,NYSE,False
"Kelly Services, Inc.",Kelly,KELYA,NASDAQ,False
"Keysight Technologies, Inc.",Keysight,KEYS,NYSE,False
Kimco Realty,Kimco,KIM,NYSE,False
Kiniksa Pharmaceuticals Ltd.,Kiniksa,,NASDAQ,False
"Kodiak Sciences, Inc.",Kodiak,,NASDAQ,False
Koninklijke KPN NV,Koninklijke,,Netherlands,True
Kontoor Brands Inc,Kontoor,KTB,NYSE,False
"Krystal Biotech, Inc.",Krystal,,NASDAQ,False
KSB AG,KSB,KSB3,Deutsche Börse Xetra,False
"Kura Sushi USA, Inc.",Kura,,NASDAQ,False
L Brands Inc.,L,LB,NYSE,False
L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,L&G,,London Stock Exchange,False
L&G Battery Value-Chain UCITS ETF USD Accumulating,L&G,,London Stock Exchange,True
"L3Harris Technologies, Inc.",L3Harris,,NYSE,False
LafargeHolcim Ltd.,LafargeHolcim,LHN,SIX Swiss,False
Lakeland Financial Corporation,Lakeland,,NASDAQ,False
Lancashire Holdings Ltd,Lancashire,,London Stock Exchange,False
Law Debenture Corp PLC/fund,Law,,London Stock Exchange,False
Lazard Ltd.,Lazard,LAZ,NYSE,True
Legacy Acquisition Corp.,Legacy,,NYSE,False
Legrand SA,Legrand,LR,Euronext Paris,True
"Leidos Holdings, Inc.",Leidos,,NYSE,False
Lennar Corp.,Lennar,LEN,NYSE,False
Leverage Shares 2x Apple ETP,2x,2AAP,London Stock Exchange,False
Leverage Shares 2x Citigroup ETP,2x,2CIT,London Stock Exchange,False
Leverage Shares 2x Citigroup ETP,2x,CITE,London Stock Exchange,False
Leverage Shares 2x Facebook ETP,2x,FB2E,London Stock Exchange,False
Leverage Shares 2x JPMorgan Chase & Co. ETP,2x,JP2E,London Stock Exchange,False
Leverage Shares 2x Microsoft Corporation ETP,2x,MSFE,London Stock Exchange,False
Leverage Shares 2x Nvidia ETP,2x,2NVD,London Stock Exchange,False
Leverage Shares 2x Nvidia ETP,2x,NVDE,London Stock Exchange,False
Leverage Shares 2x Salesforce ETP,2x,2CRM,London Stock Exchange,False
Leverage Shares 2x Salesforce ETP,2x,CRME,London Stock Exchange,False
Leverage Shares 2x Visa ETP,2x,VISE,London Stock Exchange,False
Leverage Shares 2x Visa ETP,2x,VIS2,London Stock Exchange,False
LexinFintech Holdings Ltd.,LexinFintech,,NASDAQ,False
Liberty Broadband Corporation - Class C,Liberty,,NASDAQ,False
Liberty Global Class C,Liberty,,NASDAQ,False
"Limelight Networks, Inc.",Limelight,,NASDAQ,False
Lions Gate Entertainment Corp. Class B,Lions,,NYSE,False
LivaNova PLC,LivaNova,LIVN,NASDAQ,False
"LivePerson, Inc.",LivePerson,LPSN,NASDAQ,False
Lizhi Inc - ADR,Lizhi,LIZI,NASDAQ,False
"Loral Space and Communications, Inc.",Loral,,NASDAQ,False
LSL Property Services PLC,LSL,,London Stock Exchange,False
"Lumentum Holdings, Inc.",Lumentum,,NASDAQ,False
Lyxor Bund Daily 2x Leveraged UCITS ETF EUR,Lyxor,,Deutsche Börse Xetra,False
Lyxor Daily LevDAX UCITS ETF - Acc,Lyxor,,Deutsche Börse Xetra,False
Lyxor EURO STOXX 50 Daily (2x) Leveraged UCITS ETF - Acc,Lyxor,,Deutsche Börse Xetra,False
Lyxor FTSE Actuaries UK Glits 0-5Y UCITS ETF,Lyxor,,London Stock Exchange,False
Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,Lyxor,,Deutsche Börse Xetra,False
Lyxor Nasdaq-100 UCITS ETF - Acc,Lyxor,,London Stock Exchange,False
Lyxor Pan Africa UCITS ETF - Acc,Lyxor,,Deutsche Börse Xetra,False
M&T Bank Corp.,M&T,MTB,NYSE,False
Mack-Cali Realty Corporation,Mack-Cali,,NYSE,False
"MACOM Technology Solutions Holdings, Inc.",MACOM,,NASDAQ,False
"Madrigal Pharmaceuticals, Inc.",Madrigal,,NASDAQ,False
Magal Security Systems Ltd.,Magal,,NASDAQ,False
Magic Software Enterprises Ltd.,Magic,,NASDAQ,False
Mallinckrodt plc,Mallinckrodt,MNK,NYSE,True
Man Group PLC,Man,EMG,London Stock Exchange,False
"Manitex International, Inc.",Manitex,,NASDAQ,False
ManpowerGroup,ManpowerGroup,,NYSE,False
ManTech International Corporation,ManTech,,NASDAQ,False
Marriot Vacations Worldwide Corporation,Marriot,,NYSE,False
Martin Marietta,Martin,,NYSE,False
"Masimo, Corp.",Masimo,MASI,NASDAQ,False
"MaxCyte, Inc.",MaxCyte,MXCT,London Stock Exchange,False
"Maxim Integrated Products, Inc.",Maxim,,NASDAQ,False
McKay Securities PLC,McKay,,London Stock Exchange,False
Mercantile Investment Trust PLC,Mercantile,,London Stock Exchange,False
Merus NV,Merus,MRUS,NASDAQ,False
Midatech Pharma plc ADR,Midatech,,NASDAQ,False
"Mitek Systems, Inc.",Mitek,MITK,NASDAQ,False
MJ Gleeson PLC,MJ,GLE,London Stock Exchange,False
"MOGU, Inc.","MOGU
MOGU","MOGU
MOGU",NYSE,False
"Momo, Inc.",Momo,MOMO,NASDAQ,False
Mortgage Advice Bureau (Holdings) plc,Mortgage,,London Stock Exchange,False
Mountview Estates PLC,Mountview,,London Stock Exchange,False
"Murphy USA, Inc.",Murphy,MUSA,NYSE,False
"Myriad Genetics, Inc.",Myriad,,NASDAQ,False
"NanoString Technologies, Inc.",NanoString,,NASDAQ,False
Nektar Therapeutics,Nektar,,NASDAQ,False
"NetScout Systems, Inc.",NetScout,,NASDAQ,False
"Neurocrine Biosciences, Inc.",Neurocrine,,NASDAQ,False
"New Oriental Education & Technology Group, Inc.",New,,NYSE,False
"New Relic, Inc.",New,NEWR,NYSE,False
New Residential Investment Corp.,New,,NYSE,True
New Work SE,New,NWOn,Deutsche Börse Xetra,False
"Newell Brands, Inc.",Newell,NWL,NASDAQ,False
News Corp Class A,News,,NASDAQ,False
"NexPoint Real Estate Finance, Inc.",NexPoint,,NYSE,True
Nichols PLC,Nichols,NICL,London Stock Exchange,True
Northern Trust Corp.,Northern,,NASDAQ,False
"Nuance Communications, Inc.",Nuance,,NASDAQ,False
Numis Corporation plc,Numis,NUM,London Stock Exchange,False
Nutrien Ltd.,Nutrien,NTR,NYSE,False
NVE Corporation,NVE,NVEC,NASDAQ,False
OC Oerlikon Corporation AG,OC,OERL,SIX Swiss,False
OCI NV,OCI,OCI,Netherlands,True
"Odonate Therapeutics, Inc.",Odonate,,NASDAQ,False
Oi S.A.,Oi,OIBR/C,NYSE,False
Old Mutual Ltd.,Old,OMU,London Stock Exchange,False
"Ollie's Bargain Outlet Holdings, Inc.",Ollie's,,NASDAQ,False
ON Semiconductor Corporation,ON,,NASDAQ,False
"ONE Gas, Inc.",ONE,OGS,NYSE,False
OneSmart International Education Group Ltd.,OneSmart,,NYSE,False
Opera Ltd ADR,Opera,OPRA,NASDAQ,False
"Opko Health, Inc.",Opko,OPK,NASDAQ,False
"Option Care Health, Inc.",Option,,NASDAQ,False
Ordina NV,Ordina,ORDI,Netherlands,True
OrthoPediatrics Corp,"OrthoPediatrics
KIDS",,NASDAQ,False
"Overstock.com, Inc.","Overstock.com
OSTK",,NASDAQ,False
Owens-Illinois Inc.,Owens-Illinois,OI,NYSE,False
Pacific Assets Trust PLC/Fund,Pacific,,London Stock Exchange,False
"Pacific Biosciences of California, Inc.",Pacific,,NASDAQ,False
